Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly) 
 10/10  18:00:00,0.0,327657266.8115082,31759473.357129843,69106004.40578464,284689948.96859678,284689948.9685967,10989171.42333544 
 10/10  19:00:00,0.0,261951174.37626506,39455915.84359869,59822356.05413629,259689754.33865015,259689754.3386501,6791184.0 
 10/10  20:00:00,0.0,238613758.3871492,26303943.895732467,59822356.05413629,232572149.2656427,232572149.2656427,10939121.5163197 
 10/10  21:00:00,0.0,229028819.10734377,26303943.895732467,55180531.87831212,220481744.82706554,220481744.82706554,6791184.0 
 10/10  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/10  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/10  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/11  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/11  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/11  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/11  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/11  05:00:00,354117.2637077609,42626399.50321198,3861201.791338584,44533202.00181078,81173331.61996871,81173331.61996871,6791184.0 
 10/11  06:00:00,154496.89901781945,232680035.36887808,10829279.40873432,55180531.87831212,213100542.7722624,213100542.7722624,6791184.0 
 10/11  07:00:00,0.0,225094621.03239826,38669902.24694336,95796493.41677365,261306952.4928158,261306952.49281583,6791184.0 
 10/11  08:00:00,0.0,298153905.13148716,98210471.1920839,204227663.7591693,465379663.63853076,465379663.63853076,6791184.0 
 10/11  09:00:00,0.0,315514946.23804357,93124323.85391507,174055806.61631219,435300793.23498317,435300793.2349832,6791184.0 
 10/11  10:00:00,0.0,319218173.04538586,93124323.85391507,167093070.35257594,425844914.23731198,425844914.23731198,6791184.0 
 10/11  11:00:00,0.0,341278652.08472719,93124323.85391507,174055806.61631219,441435586.47536638,441435586.47536638,16001029.008263637 
 10/11  12:00:00,0.0,354754934.5315469,93124323.85391507,177667514.30607478,430536892.48842808,430536892.48842808,25957350.71394508 
 10/11  13:00:00,0.0,440309555.3905473,93124323.85391507,179858086.8360924,464033672.0514844,464033672.0514844,25742443.04574656 
 10/11  14:00:00,0.0,420323158.61204978,93124323.85391507,167093070.35257594,443717110.6079456,443717110.6079457,15585620.050906895 
 10/11  15:00:00,0.0,428278338.4937081,93124323.85391507,167093070.35257594,457903947.2823516,457903947.2823516,15523956.317285479 
 10/11  16:00:00,0.0,514362356.1663972,93124323.85391507,177537174.74818034,528177483.8931955,528177483.89319559,20440166.365129815 
 10/11  17:00:00,0.0,447325079.0565876,51735735.47439728,140923939.57316489,421517706.8263534,421517706.8263534,15359391.174181268 
 10/11  18:00:00,0.0,311155054.9956973,32434595.73966945,69106004.40578464,267332418.07369457,267332418.07369457,10962262.561654486 
 10/11  19:00:00,0.0,251628087.79660619,39455915.84359869,59822356.05413629,245143339.97961114,245143339.97961117,6791184.0 
 10/11  20:00:00,0.0,233485959.07269515,26303943.895732467,59822356.05413629,218501014.48215989,218501014.48215989,6791184.0 
 10/11  21:00:00,0.0,226683769.50508014,26303943.895732467,55180531.87831212,205395974.33895714,205395974.33895714,6791184.0 
 10/11  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/11  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/11  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/12  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/12  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/12  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/12  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/12  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/12  06:00:00,548483.575690199,237591841.38148759,10829279.40873432,55180531.87831212,203071901.6970502,203071901.6970502,6791184.0 
 10/12  07:00:00,0.0,224414178.91685427,38283048.042623359,95796493.41677365,250625437.18718655,250625437.18718655,6791184.0 
 10/12  08:00:00,0.0,294193615.86140987,97431931.41928587,204227663.7591693,450069204.72943499,450069204.729435,6791184.0 
 10/12  09:00:00,0.0,297657149.0931783,93513622.20721051,174055806.61631219,417029545.58615139,417029545.58615157,6791184.0 
 10/12  10:00:00,0.0,320023097.3077411,93124323.85391507,167093070.35257594,423447957.3237947,423447957.3237947,6791184.0 
 10/12  11:00:00,0.0,414048391.3357537,93124323.85391507,174055806.61631219,474734018.16947546,474734018.1694755,20617071.66986928 
 10/12  12:00:00,0.0,388484350.4579221,93124323.85391507,177667514.30607478,446008896.0496972,446008896.0496972,25955570.194358536 
 10/12  13:00:00,0.0,417548712.4811421,93124323.85391507,179858086.8360924,454992144.0324307,454992144.03243067,25744101.118698583 
 10/12  14:00:00,0.0,437434361.03964117,93124323.85391507,167093070.35257594,460443037.2664278,460443037.26642778,15561046.316356885 
 10/12  15:00:00,0.0,512160182.028661,93124323.85391507,167093070.35257594,510736658.7438188,510736658.7438188,15529583.899622078 
 10/12  16:00:00,0.0,477648043.92850229,93124323.85391507,177537174.74818034,514458827.9284051,514458827.928405,20455995.625203328 
 10/12  17:00:00,0.0,370773393.4585481,51735735.47439728,140923939.57316489,397570952.7025852,397570952.7025852,11052393.130517636 
 10/12  18:00:00,0.0,292884437.77674737,31757550.188535647,69106004.40578464,275580236.7064521,275580236.7064521,10986122.567082424 
 10/12  19:00:00,0.0,248706070.80242215,39455915.84359869,59822356.05413629,260540195.16219864,260540195.1621986,6791184.0 
 10/12  20:00:00,0.0,233164505.01430003,26303943.895732467,59822356.05413629,235146944.2099741,235146944.2099741,10919232.98214607 
 10/12  21:00:00,0.0,226889884.5302801,26303943.895732467,55180531.87831212,221404923.95361943,221404923.95361946,6791184.0 
 10/12  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/12  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/12  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/13  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/13  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/13  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/13  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/13  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/13  06:00:00,614123.8291154052,238784006.61832697,10829279.40873432,55180531.87831212,190165342.60435448,190165342.60435445,6791184.0 
 10/13  07:00:00,0.0,225671302.13089089,39162572.79823298,95796493.41677365,257420818.14611156,257420818.1461116,6791184.0 
 10/13  08:00:00,0.0,296540527.93680307,104017790.59938438,204227663.7591693,452612176.47605296,452612176.4760529,6791184.0 
 10/13  09:00:00,0.0,303379979.7131043,93902920.56050596,174055806.61631219,417232991.58088526,417232991.58088526,6791184.0 
 10/13  10:00:00,0.0,325231623.86571326,93124323.85391507,167093070.35257594,422568229.9566709,422568229.9566708,6791184.0 
 10/13  11:00:00,0.0,357284701.57780936,93124323.85391507,174055806.61631219,444684857.8065591,444684857.80655899,16010611.009748143 
 10/13  12:00:00,0.0,372900405.7750452,93124323.85391507,177667514.30607478,456480257.819296,456480257.819296,28732871.32403907 
 10/13  13:00:00,0.0,408244213.4241434,93124323.85391507,179858086.8360924,474887978.80421289,474887978.80421289,23033987.80989492 
 10/13  14:00:00,0.0,395363793.5096034,93124323.85391507,167093070.35257594,458768385.0630697,458768385.06306967,19976707.95828843 
 10/13  15:00:00,0.0,419639644.26610067,93124323.85391507,167093070.35257594,477921142.9734104,477921142.9734104,15537586.63759052 
 10/13  16:00:00,0.0,406262846.0441115,93124323.85391507,177537174.74818034,488354440.71487846,488354440.7148785,20454281.558550385 
 10/13  17:00:00,0.0,358788013.3314235,51735735.47439728,140923939.57316489,397403704.5635715,397403704.5635716,11049158.380069929 
 10/13  18:00:00,0.0,264879387.1107916,32626707.781064206,69106004.40578464,261399510.9795075,261399510.9795075,10994882.462472963 
 10/13  19:00:00,0.0,235277371.3825305,39455915.84359869,59822356.05413629,255479226.2673635,255479226.26736347,6791184.0 
 10/13  20:00:00,0.0,227062757.13693894,26303943.895732467,59822356.05413629,236885902.70746035,236885902.70746038,10941726.890181933 
 10/13  21:00:00,0.0,223253868.72554813,26303943.895732467,55180531.87831212,227964726.2470088,227964726.2470088,6791184.0 
 10/13  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/13  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/13  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/14  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/14  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/14  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/14  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/14  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/14  06:00:00,401912.20556725186,233145436.0932206,10829279.40873432,55180531.87831212,221245759.29780198,221245759.297802,6791184.0 
 10/14  07:00:00,0.0,217961620.09824357,12968494.310093692,73747828.58160882,217328737.18418933,217328737.18418936,6791184.0 
 10/14  08:00:00,0.0,217642561.26019193,33924162.43496101,85222049.46327476,240143973.87995918,240143973.87995918,6791184.0 
 10/14  09:00:00,0.0,217911263.1458414,31503938.850000837,93345241.77096707,242041760.51081247,242041760.51081244,6791184.0 
 10/14  10:00:00,0.0,220724242.84126739,31041441.284638365,89863873.63909894,242236916.39968927,242236916.39968924,6791184.0 
 10/14  11:00:00,0.0,242580943.89387829,31041441.284638365,97987065.94679125,261562429.56446959,261562429.5644696,6791184.0 
 10/14  12:00:00,0.0,242726699.32433523,15520720.642319182,72652542.31660003,222349710.91505219,222349710.91505219,6791184.0 
 10/14  13:00:00,0.0,271878773.1706071,15520720.642319182,63368893.96495168,228282342.67013837,228282342.6701384,6791184.0 
 10/14  14:00:00,0.0,256341727.8969769,15520720.642319182,57566613.74517146,217226195.57823379,217226195.57823379,6791184.0 
 10/14  15:00:00,0.0,256695123.46441163,15520720.642319182,52924789.569347288,219302849.0046463,219302849.0046463,6791184.0 
 10/14  16:00:00,0.0,306614190.30524846,15520720.642319182,54085245.61330333,253852340.7769119,253852340.7769119,6791184.0 
 10/14  17:00:00,0.0,237522469.15010909,5173573.547439723,48348135.17247035,201616174.32257057,201616174.32257057,6791184.0 
 10/14  18:00:00,120439.47206437079,157678832.79098199,5570935.502275968,41385398.90873409,120941776.76601346,120941776.76601346,6791184.0 
 10/14  19:00:00,0.0,58005746.64459426,4802369.727932371,33399901.5013581,75341681.64553416,75341681.64553416,6791184.0 
 10/14  20:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 10/14  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 10/14  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 10/14  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 10/14  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/15  01:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/15  02:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/15  03:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/15  04:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/15  05:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/15  06:00:00,0.0,0.0,5897289.928284483,41385398.90873409,66846578.21787359,66846578.21787359,6791184.0 
 10/15  07:00:00,0.0,0.0,6478204.958811212,41385398.90873409,53289372.830094847,53289372.830094847,6791184.0 
 10/15  08:00:00,0.0,0.0,5639772.686382784,41385398.90873409,47737855.971744988,47737855.971744988,6791184.0 
 10/15  09:00:00,0.0,0.0,5235917.093032108,41385398.90873409,47333828.78939046,47333828.78939047,6791184.0 
 10/15  10:00:00,661852.0913692154,67530143.50154394,5173573.547439723,41385398.90873409,84034715.41457466,84034715.41457464,6791184.0 
 10/15  11:00:00,214332.91734216378,107918172.90030423,5173573.547439723,41385398.90873409,106371103.75033449,106371103.7503345,6791184.0 
 10/15  12:00:00,0.0,63902900.44457587,5173573.547439723,41385398.90873409,79405767.42106655,79405767.42106657,6791184.0 
 10/15  13:00:00,72479.97219484642,121123717.84145957,5173573.547439723,41385398.90873409,103606244.17535942,103606244.1753594,6791184.0 
 10/15  14:00:00,373678.1617889794,157655064.6243871,5173573.547439723,41385398.90873409,115440265.60099608,115440265.60099608,6791184.0 
 10/15  15:00:00,303109.5023313185,180708647.62460653,5173573.547439723,41385398.90873409,124066078.20400036,124066078.20400034,6791184.0 
 10/15  16:00:00,202769.82843427923,173514722.8163029,5173573.547439723,41385398.90873409,121747916.75357194,121747916.75357193,6791184.0 
 10/15  17:00:00,0.0,105566434.93568032,5181629.809087234,41385398.90873409,92160372.30394225,92160372.30394224,6791184.0 
 10/15  18:00:00,27885.280527304087,98474618.43926949,4416120.906561374,33399901.5013581,84717921.38006671,84717921.38006671,6791184.0 
 10/15  19:00:00,0.0,22179271.012555757,3861201.791338584,33399901.5013581,58119452.55011232,58119452.55011232,6791184.0 
 10/15  20:00:00,44587.76491428247,43655398.155947748,3861201.791338584,33399901.5013581,67052656.42120713,67052656.42120712,6791184.0 
 10/15  21:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 10/15  22:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 10/15  23:00:00,0.0,0.0,3861201.791338584,33399901.5013581,48904615.70955594,48904615.70955593,6791184.0 
 10/15  24:00:00,0.0,0.0,3861201.791338584,33399901.5013581,46359235.70955594,46359235.70955593,6791184.0 
 10/16  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/16  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/16  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/16  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/16  05:00:00,493644.59626489467,86554647.55313874,3861201.791338584,44533202.00181078,115525040.83045998,115525040.83045998,6791184.0 
 10/16  06:00:00,0.0,233721555.9297918,10829279.40873432,55180531.87831212,219373961.0329942,219373961.03299419,6791184.0 
 10/16  07:00:00,0.0,230003896.12124054,38869229.75286727,95796493.41677365,267023956.32683165,267023956.32683165,6791184.0 
 10/16  08:00:00,0.0,309929958.8646045,99906339.04069673,204227663.7591693,460707685.5927169,460707685.5927168,6791184.0 
 10/16  09:00:00,0.0,334011395.75155326,93160574.65329165,174055806.61631219,436358957.86046597,436358957.860466,6791184.0 
 10/16  10:00:00,0.0,369548303.1858695,93124323.85391507,167093070.35257594,447588086.23371848,447588086.23371848,6791184.0 
 10/16  11:00:00,0.0,375106511.9319339,93124323.85391507,174055806.61631219,457336662.6612559,457336662.6612559,16019852.158603559 
 10/16  12:00:00,0.0,387646608.41440597,93124323.85391507,177667514.30607478,470823465.4593467,470823465.45934668,25990238.871835196 
 10/16  13:00:00,0.0,467858678.5203589,93124323.85391507,179858086.8360924,514885588.44869717,514885588.4486972,25775146.284670064 
 10/16  14:00:00,0.0,498259894.8876194,93124323.85391507,167093070.35257594,521329170.9786741,521329170.9786742,15564861.364602289 
 10/16  15:00:00,0.0,470178329.2561356,93124323.85391507,167093070.35257594,514376143.7919433,514376143.7919433,15534596.07134626 
 10/16  16:00:00,0.0,448019482.067505,93124323.85391507,177537174.74818034,524716446.6390138,524716446.63901379,20462130.221082055 
 10/16  17:00:00,0.0,360863122.5163671,51816298.09087239,140923939.57316489,410854342.05630716,410854342.0563071,15329502.125122507 
 10/16  18:00:00,0.0,278704730.0745153,33786739.30485393,69106004.40578464,286832775.7707684,286832775.7707683,6791184.0 
 10/16  19:00:00,0.0,247465509.48623789,39455915.84359869,59822356.05413629,271912564.3512267,271912564.3512267,10879474.723665299 
 10/16  20:00:00,0.0,233649859.1704943,26303943.895732467,59822356.05413629,248401860.58448733,248401860.58448733,6791184.0 
 10/16  21:00:00,0.0,227247662.40175379,26303943.895732467,55180531.87831212,237072062.97845728,237072062.97845728,6791184.0 
 10/16  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/16  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/16  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/17  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/17  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/17  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/17  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/17  05:00:00,268812.4858627474,43284920.42979659,3861201.791338584,44533202.00181078,76692514.24495989,76692514.24495989,6791184.0 
 10/17  06:00:00,180550.83914208515,231837697.7438438,10829279.40873432,55180531.87831212,205042619.66545169,205042619.6654517,6791184.0 
 10/17  07:00:00,0.0,224461669.09535326,39096130.296258348,95796493.41677365,266867896.3396679,266867896.33966793,6791184.0 
 10/17  08:00:00,0.0,296441119.38598987,100286176.95414528,204227663.7591693,459749735.07410678,459749735.0741067,6791184.0 
 10/17  09:00:00,0.0,313800610.2405999,93233076.2520448,174055806.61631219,435343898.97016999,435343898.9701699,6791184.0 
 10/17  10:00:00,0.0,321139386.4203683,93124323.85391507,167093070.35257594,437251535.35397967,437251535.3539797,6791184.0 
 10/17  11:00:00,0.0,352109211.0461592,93124323.85391507,174055806.61631219,461425698.4450714,461425698.4450714,20640585.091438276 
 10/17  12:00:00,0.0,397981736.4367472,93124323.85391507,177667514.30607478,487872664.2340648,487872664.2340648,26017018.568787036 
 10/17  13:00:00,0.0,414322016.6209954,93124323.85391507,179858086.8360924,493993135.29272076,493993135.2927207,25783120.76869639 
 10/17  14:00:00,0.0,420511549.99923118,93124323.85391507,167093070.35257594,487501050.8228377,487501050.8228377,15562820.373529982 
 10/17  15:00:00,0.0,479820729.2954469,93124323.85391507,167093070.35257594,529189494.3696791,529189494.3696791,15555961.89805574 
 10/17  16:00:00,0.0,460718881.85309156,93124323.85391507,177537174.74818034,537649059.9822745,537649059.9822744,20465214.06027268 
 10/17  17:00:00,0.0,424053266.60659369,51735735.47439728,140923939.57316489,450048293.9863119,450048293.9863118,15330995.38028947 
 10/17  18:00:00,0.0,314004422.6375806,33425613.01365582,69106004.40578464,307891699.0564584,307891699.05645838,10996848.278588374 
 10/17  19:00:00,0.0,252231303.47803555,39455915.84359869,59822356.05413629,275749082.05869129,275749082.05869129,6791184.0 
 10/17  20:00:00,0.0,235532418.1612044,26303943.895732467,59822356.05413629,252170368.45423729,252170368.45423729,6791184.0 
 10/17  21:00:00,0.0,228098787.02100707,26303943.895732467,55180531.87831212,243331132.3113014,243331132.3113014,6791184.0 
 10/17  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/17  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/17  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/18  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/18  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/18  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/18  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/18  05:00:00,259510.63833406475,43435328.3821411,3861201.791338584,44533202.00181078,75079530.74243927,75079530.74243927,6791184.0 
 10/18  06:00:00,210960.43620437268,232346574.84547923,10829279.40873432,55180531.87831212,207562492.03293634,207562492.03293637,6791184.0 
 10/18  07:00:00,0.0,224822868.10277615,39319998.91322294,95796493.41677365,272861972.06885877,272861972.06885877,6791184.0 
 10/18  08:00:00,0.0,295328967.32225468,105442214.80958243,204227663.7591693,493415262.42492547,493415262.4249253,6791184.0 
 10/18  09:00:00,0.0,300929813.3448554,93788391.52248198,174055806.61631219,455908745.9679136,455908745.9679136,6791184.0 
 10/18  10:00:00,0.0,323905120.1352855,93124323.85391507,167093070.35257594,463173829.77311179,463173829.7731117,6791184.0 
 10/18  11:00:00,0.0,354064006.7427061,93124323.85391507,174055806.61631219,444804502.68901386,444804502.68901386,20644862.711404414 
 10/18  12:00:00,0.0,340427679.0723769,93124323.85391507,177667514.30607478,441164870.44426646,441164870.44426646,26009080.425283124 
 10/18  13:00:00,0.0,372059501.17727699,93124323.85391507,179858086.8360924,459929573.87843969,459929573.87843969,25793601.39538494 
 10/18  14:00:00,0.0,410273190.8032748,93124323.85391507,167093070.35257594,468099520.0808976,468099520.0808976,15581187.51079534 
 10/18  15:00:00,0.0,431361329.1667622,93124323.85391507,167093070.35257594,478463077.82812908,478463077.82812908,15550547.060329467 
 10/18  16:00:00,0.0,409557535.4677549,93124323.85391507,177537174.74818034,475877523.29963389,475877523.29963377,20472702.02636975 
 10/18  17:00:00,0.0,358702440.6487216,51735735.47439728,140923939.57316489,377139526.06986537,377139526.06986537,15331894.110889294 
 10/18  18:00:00,0.0,255502686.2603536,34538212.001372318,69106004.40578464,243080470.95830945,243080470.95830948,10989318.400614795 
 10/18  19:00:00,0.0,231618651.96735034,39455915.84359869,59822356.05413629,232795156.86670269,232795156.86670269,6791184.0 
 10/18  20:00:00,0.0,225122668.04141156,26303943.895732467,59822356.05413629,214421320.86239866,214421320.86239866,6791184.0 
 10/18  21:00:00,0.0,220897412.24455355,26303943.895732467,55180531.87831212,205417201.61098636,205417201.61098636,6791184.0 
 10/18  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/18  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/18  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/19  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/19  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/19  03:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/19  04:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/19  05:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/19  06:00:00,296116.8828033,224049409.40839673,10829279.40873432,55180531.87831212,198832871.50539104,198832871.50539104,6791184.0 
 10/19  07:00:00,0.0,218347333.33599968,38869229.75286727,95796493.41677365,251700278.12833024,251700278.1283303,6791184.0 
 10/19  08:00:00,0.0,274122564.81864789,101416251.13939967,204227663.7591693,448366749.9144744,448366749.91447439,6791184.0 
 10/19  09:00:00,0.0,276301872.69098749,94189243.15556592,174055806.61631219,411687574.4599918,411687574.4599919,6791184.0 
 10/19  10:00:00,0.0,288889615.3133505,93124323.85391507,167093070.35257594,395679259.8803402,395679259.8803403,6791184.0 
 10/19  11:00:00,0.0,317333853.31711557,93124323.85391507,174055806.61631219,420805127.1380929,420805127.1380929,20648879.930965015 
 10/19  12:00:00,0.0,346367693.78228786,93124323.85391507,177667514.30607478,446780158.3995507,446780158.3995507,26020869.383164795 
 10/19  13:00:00,0.0,439935529.12292066,93124323.85391507,179858086.8360924,495546845.9807778,495546845.9807778,25808904.89960956 
 10/19  14:00:00,0.0,438623074.5670895,93124323.85391507,167093070.35257594,476701831.0232253,476701831.0232253,15584079.775410064 
 10/19  15:00:00,0.0,497318670.7759879,93124323.85391507,167093070.35257594,497772980.028008,497772980.0280079,15543111.466451824 
 10/19  16:00:00,0.0,445046539.13615217,93124323.85391507,177537174.74818034,473868055.73500439,473868055.73500439,22067163.308729657 
 10/19  17:00:00,0.0,328423694.9097761,51796157.436753619,140923939.57316489,340105455.15760889,340105455.15760889,13846686.510518628 
 10/19  18:00:00,0.0,251601619.1129675,33786739.30485393,69106004.40578464,222845813.8733651,222845813.8733651,10987533.771087222 
 10/19  19:00:00,0.0,229506843.7366619,39455915.84359869,59822356.05413629,218492273.94966475,218492273.94966475,6791184.0 
 10/19  20:00:00,0.0,223046804.4954751,26303943.895732467,59822356.05413629,196001989.8242403,196001989.8242403,10934570.881937536 
 10/19  21:00:00,0.0,217978418.81853543,26303943.895732467,55180531.87831212,182060812.1361348,182060812.13613487,6791184.0 
 10/19  22:00:00,0.0,0.0,13151971.947866233,55180531.87831212,80271371.63626296,80271371.63626296,6791184.0 
 10/19  23:00:00,0.0,0.0,6575985.9739331169,55180531.87831212,73691760.40172555,73691760.40172553,6791184.0 
 10/19  24:00:00,0.0,0.0,4802369.727932371,44533202.00181078,58551584.40070834,58551584.40070834,6791184.0 
 10/20  01:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
 10/20  02:00:00,0.0,0.0,3861201.791338584,44533202.00181078,57609860.11373618,57609860.11373618,6791184.0 
