Date/Time,Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 05/18  09:00:00,3.0,0.0,0.0,286038362.08782127,100698155.40005385,174055806.61631219 
 05/18  10:00:00,3.0,0.0,0.0,286810176.36938408,96080598.91353111,167093070.35257594 
 05/18  11:00:00,3.0,0.0,0.0,296430677.5436749,95368720.03168746,174055806.61631219 
 05/18  12:00:00,3.0,0.0,0.0,289347939.97412517,93368621.38774142,177667514.30607478 
 05/18  13:00:00,3.0,0.0,0.0,309050549.69696268,93124323.85391507,179858086.8360924 
 05/18  14:00:00,3.0,0.0,0.0,303585245.1913585,93124323.85391507,167093070.35257594 
 05/18  15:00:00,2.375,0.0,0.0,305012735.89051786,94309567.85778195,167093070.35257594 
 05/18  16:00:00,2.0,0.0,0.0,311497737.1336944,95296218.4329343,177537174.74818034 
 05/18  17:00:00,2.0,0.0,0.0,253791623.37835706,53889186.90000596,140923939.57316489 
 05/18  18:00:00,2.0,0.0,0.0,223029517.38775126,34970038.014991838,69106004.40578464 
 05/18  19:00:00,2.0,0.0,0.0,218091579.76015208,38941742.64516637,59822356.05413629 
 05/18  20:00:00,2.0,0.0,0.0,213821004.28451727,26303943.895732467,59822356.05413629 
 05/18  21:00:00,2.0,0.0,0.0,208868899.1051212,26303943.895732467,55180531.87831212 
 05/18  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 05/18  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 05/18  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 05/19  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/19  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/19  03:00:00,2.625,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/19  04:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/19  05:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/19  06:00:00,3.0,0.0,308715.01733855259,201042381.20188377,10829279.40873432,55180531.87831212 
 05/19  07:00:00,3.0,0.0,1304787.1213811367,184202622.65295763,39455915.84359869,95796493.41677365 
 05/19  08:00:00,3.0,0.0,49518.432654583376,228314937.62504227,108141211.70752856,204227663.7591693 
 05/19  09:00:00,3.0,0.0,0.0,230335172.43746496,97079165.6476424,174055806.61631219 
 05/19  10:00:00,3.0,0.0,0.0,233434614.94059215,95187454.14461844,167093070.35257594 
 05/19  11:00:00,3.0,0.0,0.0,244455374.0683273,93160574.65329165,174055806.61631219 
 05/19  12:00:00,3.0,0.0,0.0,241536339.98586888,93124323.85391507,177667514.30607478 
 05/19  13:00:00,3.0,0.0,0.0,259755625.51436366,93124323.85391507,179858086.8360924 
 05/19  14:00:00,3.0,0.0,0.0,257837719.43005456,93124323.85391507,167093070.35257594 
 05/19  15:00:00,1.75,0.0,0.0,261235897.95921356,93124323.85391507,167093070.35257594 
 05/19  16:00:00,1.0,0.0,0.0,270158055.64230158,93778947.72889564,177537174.74818034 
 05/19  17:00:00,1.0,0.0,0.0,233475179.1708078,52974162.48005288,140923939.57316489 
 05/19  18:00:00,1.0,0.0,0.0,214673868.67258878,33517724.73099974,69106004.40578464 
 05/19  19:00:00,1.0,0.0,0.0,208390055.8511434,38941742.64516637,59822356.05413629 
 05/19  20:00:00,1.0,0.0,0.0,201995779.44584478,26303943.895732467,59822356.05413629 
 05/19  21:00:00,1.625,0.0,0.0,196846832.85183857,26303943.895732467,55180531.87831212 
 05/19  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 05/19  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 05/19  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 05/20  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  03:00:00,0.75,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  06:00:00,0.0,5.125,314750.87311794268,194186675.67004545,10796058.157747005,55180531.87831212 
 05/20  07:00:00,0.0,66.75,11791.581504393116,185188554.84259788,12031539.880479139,73747828.58160882 
 05/20  08:00:00,0.0,235.4375,0.0,193009056.6485992,31400630.73565912,85222049.46327476 
 05/20  09:00:00,1.25,433.6875,0.0,206499496.0400222,31041441.284638365,93345241.77096707 
 05/20  10:00:00,2.0,424.5,0.0,214688828.07353018,31041441.284638365,89863873.63909894 
 05/20  11:00:00,2.0,688.625,0.0,226927142.17894519,31041441.284638365,97987065.94679125 
 05/20  12:00:00,2.0,722.3125,0.0,222617260.47292853,15520720.642319182,72652542.31660003 
 05/20  13:00:00,2.0,427.4375,0.0,221973606.80903579,15520720.642319182,63368893.96495168 
 05/20  14:00:00,2.0,31.5625,0.0,225003015.48925887,15520720.642319182,57566613.74517146 
 05/20  15:00:00,2.625,0.0,0.0,228159852.23804263,15520720.642319182,52924789.569347288 
 05/20  16:00:00,3.0,0.0,0.0,226980869.2208016,15520720.642319182,54085245.61330333 
 05/20  17:00:00,3.0,0.0,0.0,219396999.40974189,5173573.547439723,48348135.17247035 
 05/20  18:00:00,3.0,0.0,0.0,0.0,5181629.809087234,41385398.90873409 
 05/20  19:00:00,3.0,0.0,0.0,0.0,4469277.414244446,33399901.5013581 
 05/20  20:00:00,3.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  21:00:00,1.75,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  22:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  23:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/20  24:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  06:00:00,0.0,3.0,0.0,0.0,5897289.928284483,41385398.90873409 
 05/21  07:00:00,0.0,18.0,0.0,0.0,6124526.545322592,41385398.90873409 
 05/21  08:00:00,0.0,1.5,0.0,0.0,5393383.060601903,41385398.90873409 
 05/21  09:00:00,0.0,36.5625,0.0,0.0,5190852.442697951,41385398.90873409 
 05/21  10:00:00,0.0,189.0,481168.45346562078,59891134.49239324,5173573.547439723,41385398.90873409 
 05/21  11:00:00,0.0,231.1875,0.0,52325944.31646556,5173573.547439723,41385398.90873409 
 05/21  12:00:00,0.0,258.5625,359246.0313380541,50458414.202362198,5173573.547439723,41385398.90873409 
 05/21  13:00:00,0.0,225.25,388023.6047764292,61837556.29520423,5173573.547439723,41385398.90873409 
 05/21  14:00:00,0.0,17.4375,94198.19399255429,65610308.28221385,5173573.547439723,41385398.90873409 
 05/21  15:00:00,1.875,61.5,373786.74846778778,85518279.87394205,5173573.547439723,41385398.90873409 
 05/21  16:00:00,3.0,312.75,262279.7712208581,108037833.19556588,5173573.547439723,41385398.90873409 
 05/21  17:00:00,3.0,287.5,134734.0198937353,184267978.6203906,5173573.547439723,41385398.90873409 
 05/21  18:00:00,3.0,22.25,0.0,105845411.84287131,4361284.57259039,33399901.5013581 
 05/21  19:00:00,3.0,0.0,147700.15042037349,51685769.71394107,3871565.2849116956,33399901.5013581 
 05/21  20:00:00,3.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  21:00:00,2.375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  22:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  23:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/21  24:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/22  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/22  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/22  03:00:00,0.75,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/22  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/22  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/22  06:00:00,0.0,4.875,371742.0019492547,217543182.36044989,10796058.157747005,55180531.87831212 
 05/22  07:00:00,0.0,61.5,0.0,214008839.08880789,35245145.520895238,95796493.41677365 
 05/22  08:00:00,0.0,131.4375,0.0,266756422.09846915,93731127.00346998,204227663.7591693 
 05/22  09:00:00,0.0,69.4375,0.0,281622736.0295986,93233076.2520448,174055806.61631219 
 05/22  10:00:00,0.0,234.75,0.0,317360626.7112019,93124323.85391507,167093070.35257594 
 05/22  11:00:00,0.0,96.625,0.0,341418900.21695926,93124323.85391507,174055806.61631219 
 05/22  12:00:00,0.0,308.25,0.0,363837144.42904296,93124323.85391507,177667514.30607478 
 05/22  13:00:00,0.0,25.6875,0.0,391553615.28957518,93124323.85391507,179858086.8360924 
 05/22  14:00:00,0.0,0.0,0.0,392220987.3056849,93124323.85391507,167093070.35257594 
 05/22  15:00:00,1.25,98.4375,0.0,400612614.2870181,93124323.85391507,167093070.35257594 
 05/22  16:00:00,2.0,500.625,0.0,458827062.4861082,93124323.85391507,177537174.74818034 
 05/22  17:00:00,2.0,570.9375,0.0,422297662.8219065,51735735.47439728,140923939.57316489 
 05/22  18:00:00,2.0,478.125,0.0,347599809.7597066,31041441.284638365,69106004.40578464 
 05/22  19:00:00,2.0,36.875,0.0,275439174.8780814,36203291.16541402,59822356.05413629 
 05/22  20:00:00,2.0,0.0,0.0,234040568.2266131,26303943.895732467,59822356.05413629 
 05/22  21:00:00,2.0,0.0,0.0,225622908.02609108,26303943.895732467,55180531.87831212 
 05/22  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 05/22  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 05/22  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 05/23  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/23  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/23  03:00:00,0.75,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/23  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/23  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/23  06:00:00,0.0,5.0,301099.59322012218,226723838.9652064,10796058.157747005,55180531.87831212 
 05/23  07:00:00,0.0,62.0625,0.0,222012251.05609224,35333223.51708101,95796493.41677365 
 05/23  08:00:00,0.0,130.75,0.0,286641081.53401306,93731127.00346998,204227663.7591693 
 05/23  09:00:00,0.625,10.6875,0.0,293247371.76898309,93233076.2520448,174055806.61631219 
 05/23  10:00:00,1.0,0.0,0.0,305972095.0126512,93124323.85391507,167093070.35257594 
 05/23  11:00:00,1.0,0.0,0.0,333521851.5355301,93124323.85391507,174055806.61631219 
 05/23  12:00:00,1.0,0.0,0.0,344482154.1281469,93124323.85391507,177667514.30607478 
 05/23  13:00:00,1.0,88.6875,0.0,382191440.69341477,93124323.85391507,179858086.8360924 
 05/23  14:00:00,1.0,447.9375,0.0,410791501.98823586,93124323.85391507,167093070.35257594 
 05/23  15:00:00,2.25,500.0,0.0,451759063.46648105,93124323.85391507,167093070.35257594 
 05/23  16:00:00,3.0,527.75,0.0,488272874.063169,93124323.85391507,177537174.74818034 
 05/23  17:00:00,3.0,456.3125,0.0,423336462.73865428,51735735.47439728,140923939.57316489 
 05/23  18:00:00,3.0,35.3125,0.0,288607294.3981003,31183296.55094922,69106004.40578464 
 05/23  19:00:00,3.0,0.0,0.0,252097738.26594634,36632174.59040192,59822356.05413629 
 05/23  20:00:00,3.0,0.0,0.0,231130689.57677553,26303943.895732467,59822356.05413629 
 05/23  21:00:00,2.375,0.0,0.0,225165149.29697124,26303943.895732467,55180531.87831212 
 05/23  22:00:00,2.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 05/23  23:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 05/23  24:00:00,2.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 05/24  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/24  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/24  03:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/24  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/24  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/24  06:00:00,2.0,0.0,310161.5254603528,226510508.64961679,10829279.40873432,55180531.87831212 
 05/24  07:00:00,2.0,0.0,0.0,221318927.02996616,38327905.693772088,95796493.41677365 
 05/24  08:00:00,2.0,0.0,0.0,278948372.18034628,98162818.36737351,204227663.7591693 
 05/24  09:00:00,2.0,0.0,0.0,285432849.87431827,93721666.56362307,174055806.61631219 
 05/24  10:00:00,2.0,0.0,0.0,295247357.4827766,93124323.85391507,167093070.35257594 
 05/24  11:00:00,2.0,0.0,0.0,312086067.43016019,93124323.85391507,174055806.61631219 
 05/24  12:00:00,2.0,0.0,0.0,313626992.98483309,93124323.85391507,177667514.30607478 
 05/24  13:00:00,2.0,0.0,0.0,344847141.8039402,93124323.85391507,179858086.8360924 
 05/24  14:00:00,2.0,0.0,0.0,347770557.2232447,93124323.85391507,167093070.35257594 
 05/24  15:00:00,2.625,0.0,0.0,352673026.58326646,93124323.85391507,167093070.35257594 
 05/24  16:00:00,3.0,0.0,0.0,360771208.1666783,93124323.85391507,177537174.74818034 
 05/24  17:00:00,3.0,0.0,0.0,297701276.56618538,51755876.12851606,140923939.57316489 
 05/24  18:00:00,3.0,0.0,0.0,235537137.17231379,31509029.766767324,69106004.40578464 
 05/24  19:00:00,3.0,0.0,0.0,227113833.45058034,37297121.08876331,59822356.05413629 
 05/24  20:00:00,3.0,0.0,0.0,222418469.73833836,26303943.895732467,59822356.05413629 
 05/24  21:00:00,3.0,0.0,0.0,218434605.16321338,26303943.895732467,55180531.87831212 
 05/24  22:00:00,3.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 05/24  23:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 05/24  24:00:00,3.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 05/25  01:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/25  02:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/25  03:00:00,2.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/25  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/25  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/25  06:00:00,2.0,2.875,288205.9418460828,222675811.16485475,10829279.40873432,55180531.87831212 
 05/25  07:00:00,2.0,17.25,0.0,217304857.61740015,36766247.44493955,95796493.41677365 
 05/25  08:00:00,2.0,26.75,0.0,264762106.58793027,97037792.76469618,204227663.7591693 
 05/25  09:00:00,2.0,101.25,0.0,276074231.916848,93124323.85391507,174055806.61631219 
 05/25  10:00:00,2.0,45.1875,0.0,289921654.6030566,93124323.85391507,167093070.35257594 
 05/25  11:00:00,2.0,188.25,0.0,323082851.10421696,93124323.85391507,174055806.61631219 
 05/25  12:00:00,2.0,177.25,0.0,332342387.09279307,93124323.85391507,177667514.30607478 
 05/25  13:00:00,2.0,13.75,0.0,355784849.14973738,93124323.85391507,179858086.8360924 
 05/25  14:00:00,2.0,50.25,0.0,357843838.4808408,93124323.85391507,167093070.35257594 
 05/25  15:00:00,2.0,253.6875,0.0,392142658.30395808,93124323.85391507,167093070.35257594 
 05/25  16:00:00,2.0,227.5,0.0,422635117.6591266,93124323.85391507,177537174.74818034 
 05/25  17:00:00,2.0,17.5625,0.0,331796228.4978476,51755876.12851606,140923939.57316489 
 05/25  18:00:00,2.0,0.0,0.0,252179471.83026055,31351243.770796807,69106004.40578464 
 05/25  19:00:00,2.0,0.0,0.0,237445858.13335596,36687513.562782499,59822356.05413629 
 05/25  20:00:00,2.0,0.0,0.0,226874657.06114529,26303943.895732467,59822356.05413629 
 05/25  21:00:00,2.625,0.0,0.0,222598377.1742268,26303943.895732467,55180531.87831212 
 05/25  22:00:00,3.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 05/25  23:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 05/25  24:00:00,3.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 05/26  01:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/26  02:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/26  03:00:00,2.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/26  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/26  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/26  06:00:00,2.0,3.375,504536.2075458106,238162841.86544527,10796058.157747005,55180531.87831212 
 05/26  07:00:00,2.0,20.25,0.0,223840285.25203783,36371885.079599309,95796493.41677365 
 05/26  08:00:00,2.0,30.9375,0.0,287425270.8804606,96420501.71007112,204227663.7591693 
 05/26  09:00:00,2.625,117.0,0.0,306547676.5564515,93124323.85391507,174055806.61631219 
 05/26  10:00:00,3.0,9.75,0.0,316608669.0941938,93124323.85391507,167093070.35257594 
 05/26  11:00:00,3.0,47.625,0.0,343243765.1049285,93124323.85391507,174055806.61631219 
 05/26  12:00:00,3.0,242.25,0.0,368395024.480624,93124323.85391507,177667514.30607478 
 05/26  13:00:00,3.0,278.0,0.0,402948268.54299989,93124323.85391507,179858086.8360924 
 05/26  14:00:00,3.0,237.75,0.0,416996335.35875907,93124323.85391507,167093070.35257594 
 05/26  15:00:00,2.375,79.125,0.0,416801288.0006132,93124323.85391507,167093070.35257594 
 05/26  16:00:00,2.0,243.0,0.0,450317245.59231629,93124323.85391507,177537174.74818034 
 05/26  17:00:00,2.0,20.25,0.0,355757221.90282,51735735.47439728,140923939.57316489 
 05/26  18:00:00,2.0,0.0,0.0,269687534.40626499,31394500.728743338,69106004.40578464 
 05/26  19:00:00,2.0,0.0,0.0,248375331.48846326,37197463.87327285,59822356.05413629 
 05/26  20:00:00,2.0,0.0,0.0,232552059.54088599,26303943.895732467,59822356.05413629 
 05/26  21:00:00,2.625,0.0,0.0,226535057.08308728,26303943.895732467,55180531.87831212 
 05/26  22:00:00,3.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 05/26  23:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 05/26  24:00:00,3.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 05/27  01:00:00,3.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  02:00:00,3.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  03:00:00,2.375,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  06:00:00,2.0,0.0,438492.2511126231,240982316.86449436,10829279.40873432,55180531.87831212 
 05/27  07:00:00,2.0,0.0,0.0,222886846.99140329,12639845.25578879,73747828.58160882 
 05/27  08:00:00,2.0,0.0,0.0,222883454.2433381,32384467.148553946,85222049.46327476 
 05/27  09:00:00,2.0,0.0,0.0,224275696.39583195,31108863.856811134,93345241.77096707 
 05/27  10:00:00,2.0,0.0,0.0,232033670.51641003,31041441.284638365,89863873.63909894 
 05/27  11:00:00,2.0,0.0,0.0,242925109.06003598,31041441.284638365,97987065.94679125 
 05/27  12:00:00,2.0,0.0,0.0,243724621.33551956,15520720.642319182,72652542.31660003 
 05/27  13:00:00,2.0,0.0,0.0,249492137.2927655,15520720.642319182,63368893.96495168 
 05/27  14:00:00,2.0,0.0,0.0,252482452.02528186,15520720.642319182,57566613.74517146 
 05/27  15:00:00,2.0,0.0,0.0,251481836.68485094,15520720.642319182,52924789.569347288 
 05/27  16:00:00,2.0,0.0,0.0,245445604.5682794,15520720.642319182,54085245.61330333 
 05/27  17:00:00,2.0,0.0,0.0,227304896.16870088,5173573.547439723,48348135.17247035 
 05/27  18:00:00,2.0,0.0,0.0,0.0,5228388.657300131,41385398.90873409 
 05/27  19:00:00,2.0,0.0,0.0,0.0,4480345.259733434,33399901.5013581 
 05/27  20:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  21:00:00,0.75,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  22:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  23:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/27  24:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  01:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  02:00:00,0.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  03:00:00,1.25,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  06:00:00,2.0,1.625,0.0,0.0,5897289.928284483,41385398.90873409 
 05/28  07:00:00,2.0,19.125,0.0,0.0,6122321.212706001,41385398.90873409 
 05/28  08:00:00,2.0,51.8125,0.0,0.0,5279349.610707408,41385398.90873409 
 05/28  09:00:00,2.0,73.8125,132902.77964957816,21842160.90307493,5185657.147231918,41385398.90873409 
 05/28  10:00:00,2.0,71.25,318136.0223443074,48701641.442052189,5173573.547439723,41385398.90873409 
 05/28  11:00:00,2.0,27.3125,0.0,27581116.386526783,5173573.547439723,41385398.90873409 
 05/28  12:00:00,2.0,87.0,166759.93140401334,83990614.43993287,5173573.547439723,41385398.90873409 
 05/28  13:00:00,2.0,32.5625,169260.14189084125,65829309.71765908,5173573.547439723,41385398.90873409 
 05/28  14:00:00,2.0,127.6875,243360.81467001976,84591033.47795913,5173573.547439723,41385398.90873409 
 05/28  15:00:00,2.625,141.9375,107075.32412415109,98997486.15153486,5173573.547439723,41385398.90873409 
 05/28  16:00:00,3.0,119.8125,0.0,106189620.3117415,5173573.547439723,41385398.90873409 
 05/28  17:00:00,3.0,46.5625,67282.88921663733,98057967.2391912,5181629.809087235,41385398.90873409 
 05/28  18:00:00,3.0,149.25,0.0,126009406.42850927,4349884.246847335,33399901.5013581 
 05/28  19:00:00,3.0,12.4375,0.0,10551895.571877445,3927060.134604772,33399901.5013581 
 05/28  20:00:00,3.0,0.0,0.0,22323740.551035845,3861201.791338584,33399901.5013581 
 05/28  21:00:00,1.75,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  22:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  23:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/28  24:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  03:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  06:00:00,1.0,3.375,0.0,0.0,5897289.928284483,41385398.90873409 
 05/29  07:00:00,1.0,26.0625,0.0,0.0,5991989.586541175,41385398.90873409 
 05/29  08:00:00,1.0,69.375,242312.44397767588,22048126.22366195,5233602.52736193,41385398.90873409 
 05/29  09:00:00,1.0,76.1875,197748.27706699354,67388841.97966579,5179615.34733582,41385398.90873409 
 05/29  10:00:00,1.0,32.0625,137122.8293789232,66335219.808946657,5173573.547439723,41385398.90873409 
 05/29  11:00:00,1.0,104.25,39913.003030609616,90447178.50566328,5173573.547439723,41385398.90873409 
 05/29  12:00:00,1.0,8.6875,45505.36752692278,74542155.20485285,5173573.547439723,41385398.90873409 
 05/29  13:00:00,1.0,0.0,0.0,46222289.53563407,5173573.547439723,41385398.90873409 
 05/29  14:00:00,1.0,35.4375,149609.3002141442,65485926.47693494,5173573.547439723,41385398.90873409 
 05/29  15:00:00,1.0,178.875,0.0,134053559.87745959,5173573.547439723,41385398.90873409 
 05/29  16:00:00,1.0,160.3125,0.0,151154338.66328866,5173573.547439723,41385398.90873409 
 05/29  17:00:00,1.0,62.0625,0.0,88162370.92895246,5175587.612851601,41385398.90873409 
 05/29  18:00:00,1.0,198.75,0.0,177789724.62486483,4329725.696864651,33399901.5013581 
 05/29  19:00:00,1.0,16.5625,0.0,142462875.87097619,3893788.1156692237,33399901.5013581 
 05/29  20:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  21:00:00,1.625,0.0,0.0,44226464.15266786,3861201.791338584,33399901.5013581 
 05/29  22:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  23:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/29  24:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 05/30  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/30  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/30  03:00:00,1.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/30  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 05/30  05:00:00,1.0,0.0,670887.4326922037,94895329.87932721,3861201.791338584,44533202.00181078 
 05/30  06:00:00,1.0,9.5625,119787.89138483262,240599843.44976414,10796058.157747005,55180531.87831212 
 05/30  07:00:00,1.0,38.25,0.0,248761609.19659329,35505512.53909579,95796493.41677365 
 05/30  08:00:00,1.0,52.6875,0.0,331265808.2626455,94340022.9929665,204227663.7591693 
 05/30  09:00:00,1.0,198.0,0.0,349973298.740118,93124323.85391507,174055806.61631219 
 05/30  10:00:00,1.0,88.3125,0.0,370333818.56681957,93124323.85391507,167093070.35257594 
 05/30  11:00:00,1.0,367.5,0.0,404407485.15891996,93124323.85391507,174055806.61631219 
 05/30  12:00:00,1.0,490.4375,0.0,410924858.68279036,93124323.85391507,177667514.30607478 
 05/30  13:00:00,1.0,701.5625,0.0,442250912.86605098,93124323.85391507,179858086.8360924 
 05/30  14:00:00,1.0,517.0625,0.0,456007187.39560428,93124323.85391507,167093070.35257594 
