Date/Time,Environment:Site Wind Speed [m/s](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/05  09:00:00,1.0,67.5625,0.0,0.0,5198382.59590125,41385398.90873409 
 03/05  10:00:00,1.0,244.5,0.0,0.0,5173573.547439723,41385398.90873409 
 03/05  11:00:00,1.0,103.8125,0.0,0.0,5173573.547439723,41385398.90873409 
 03/05  12:00:00,1.0,333.75,967202.9933357057,78235025.21911934,5173573.547439723,41385398.90873409 
 03/05  13:00:00,1.0,27.8125,295969.1684452162,57869671.885214809,5173573.547439723,41385398.90873409 
 03/05  14:00:00,1.0,100.3125,441482.73594515779,85179143.69489005,5173573.547439723,41385398.90873409 
 03/05  15:00:00,1.625,505.5,408480.6301950462,129964201.29858469,5173573.547439723,41385398.90873409 
 03/05  16:00:00,2.0,564.4375,720468.2781484269,164566583.5109018,5173573.547439723,41385398.90873409 
 03/05  17:00:00,2.0,490.75,513928.4884120461,194222686.12913085,5173573.547439723,41385398.90873409 
 03/05  18:00:00,2.0,38.0,166382.53505964197,144326898.3016938,5293245.559521638,41385398.90873409 
 03/05  19:00:00,2.0,0.0,0.0,0.0,4676724.764031,33399901.5013581 
 03/05  20:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/05  21:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/05  22:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/05  23:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/05  24:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/06  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/06  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/06  03:00:00,0.75,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/06  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/06  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/06  06:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/06  07:00:00,0.0,9.5,494464.81333897498,198104909.6168927,10645801.770961779,55180531.87831212 
 03/06  08:00:00,0.0,89.625,472727.5526349236,191287144.3236434,32755911.903698639,95796493.41677365 
 03/06  09:00:00,1.25,135.25,27696.999329895334,243321620.58373723,93233076.2520448,204227663.7591693 
 03/06  10:00:00,2.0,10.875,0.0,254103990.2453108,93124323.85391507,174055806.61631219 
 03/06  11:00:00,2.0,0.0,0.0,267606611.0446254,93124323.85391507,167093070.35257594 
 03/06  12:00:00,2.0,65.4375,0.0,294199720.3859196,93124323.85391507,174055806.61631219 
 03/06  13:00:00,2.0,261.75,0.0,321840192.0740857,93124323.85391507,177667514.30607478 
 03/06  14:00:00,2.0,94.0,0.0,353595671.0516325,93124323.85391507,179858086.8360924 
 03/06  15:00:00,2.625,288.75,0.0,389883399.86948046,93124323.85391507,167093070.35257594 
 03/06  16:00:00,3.0,106.1875,0.0,371777486.57922419,93124323.85391507,167093070.35257594 
 03/06  17:00:00,3.0,411.1875,0.0,411231842.2973204,93124323.85391507,177537174.74818034 
 03/06  18:00:00,3.0,358.125,0.0,335284849.19117537,51827971.05842695,140923939.57316489 
 03/06  19:00:00,3.0,27.5625,0.0,240041236.34779115,38204294.548051808,69106004.40578464 
 03/06  20:00:00,3.0,0.0,0.0,224434879.0930352,39455915.84359869,59822356.05413629 
 03/06  21:00:00,3.0,0.0,0.0,219133323.2270406,26303943.895732467,59822356.05413629 
 03/06  22:00:00,3.0,0.0,0.0,214865585.66526447,26303943.895732467,55180531.87831212 
 03/06  23:00:00,3.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/06  24:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/07  01:00:00,3.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/07  02:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/07  03:00:00,1.125,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/07  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/07  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/07  06:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/07  07:00:00,0.0,8.375,387390.2786273878,204525587.72511948,10645801.770961779,55180531.87831212 
 03/07  08:00:00,0.0,50.25,0.0,198097505.21308113,33239623.383108107,95796493.41677365 
 03/07  09:00:00,0.625,4.1875,0.0,241987246.68050776,94527053.62974364,204227663.7591693 
 03/07  10:00:00,1.0,46.125,0.0,249738534.6621418,93124323.85391507,174055806.61631219 
 03/07  11:00:00,1.0,236.8125,0.0,286387842.81922629,93124323.85391507,167093070.35257594 
 03/07  12:00:00,1.0,281.625,0.0,335791956.06769058,93124323.85391507,174055806.61631219 
 03/07  13:00:00,1.0,245.4375,0.0,342911390.3026551,93124323.85391507,177667514.30607478 
 03/07  14:00:00,1.0,19.0,0.0,355769047.76663067,93124323.85391507,179858086.8360924 
 03/07  15:00:00,2.25,0.0,0.0,342122840.4058513,93124323.85391507,167093070.35257594 
 03/07  16:00:00,3.0,71.4375,0.0,344223273.4690287,93124323.85391507,167093070.35257594 
 03/07  17:00:00,3.0,285.75,0.0,380058504.96597889,93124323.85391507,177537174.74818034 
 03/07  18:00:00,3.0,23.8125,0.0,280316889.54737398,53764895.98385654,140923939.57316489 
 03/07  19:00:00,3.0,0.0,0.0,227168044.57960395,38805834.63029933,69106004.40578464 
 03/07  20:00:00,3.0,0.0,0.0,220496580.98858465,39455915.84359869,59822356.05413629 
 03/07  21:00:00,1.125,0.0,0.0,215764138.70161519,26303943.895732467,59822356.05413629 
 03/07  22:00:00,0.0,0.0,0.0,211923815.94745756,26303943.895732467,55180531.87831212 
 03/07  23:00:00,0.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/07  24:00:00,0.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/08  01:00:00,0.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/08  02:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/08  03:00:00,1.25,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/08  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/08  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/08  06:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/08  07:00:00,2.0,0.0,396350.83418235,202128572.81327508,10829279.40873432,55180531.87831212 
 03/08  08:00:00,2.0,0.0,664391.94837684,186714707.44163955,38941742.64516637,95796493.41677365 
 03/08  09:00:00,2.0,0.0,19084.541325374084,229879508.5553989,107990431.870128,204227663.7591693 
 03/08  10:00:00,2.0,0.0,0.0,229314738.53900624,98161077.63063573,174055806.61631219 
 03/08  11:00:00,2.0,0.0,0.0,229469688.43815173,95462235.35007602,167093070.35257594 
 03/08  12:00:00,2.0,0.0,0.0,238124579.3743638,95181684.63883586,174055806.61631219 
 03/08  13:00:00,2.0,0.0,0.0,232151549.48138003,93929720.43218452,177667514.30607478 
 03/08  14:00:00,2.0,0.0,0.0,250203935.04261805,94288554.13814655,179858086.8360924 
 03/08  15:00:00,2.625,0.0,0.0,248512869.36170507,95296218.4329343,167093070.35257594 
 03/08  16:00:00,3.0,0.0,0.0,251667997.68153609,96101619.76727818,167093070.35257594 
 03/08  17:00:00,3.0,0.0,0.0,259151217.56069515,100399183.75358248,177537174.74818034 
 03/08  18:00:00,3.0,0.0,0.0,225567601.8165444,62096713.40772944,140923939.57316489 
 03/08  19:00:00,3.0,0.0,0.0,205714520.08315999,39455915.84359869,69106004.40578464 
 03/08  20:00:00,3.0,0.0,0.0,198504482.44850043,39455915.84359869,59822356.05413629 
 03/08  21:00:00,1.125,0.0,0.0,193612154.63866399,26303943.895732467,59822356.05413629 
 03/08  22:00:00,0.0,0.0,0.0,189638980.0168144,26303943.895732467,55180531.87831212 
 03/08  23:00:00,0.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/08  24:00:00,0.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/09  01:00:00,0.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/09  02:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/09  03:00:00,0.625,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/09  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/09  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/09  06:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/09  07:00:00,1.0,0.0,427508.8689135944,193018339.4399032,10829279.40873432,55180531.87831212 
 03/09  08:00:00,1.0,0.0,21879.68882108394,180349480.4991389,37112524.102935899,95796493.41677365 
 03/09  09:00:00,2.25,0.0,3379.4372481477696,212685367.48511989,96421586.1090872,204227663.7591693 
 03/09  10:00:00,3.0,0.0,0.0,213960567.02300049,93441120.60845736,174055806.61631219 
 03/09  11:00:00,3.0,0.0,0.0,218963022.88571535,93124323.85391507,167093070.35257594 
 03/09  12:00:00,3.0,0.0,0.0,232431389.7427155,93124323.85391507,174055806.61631219 
 03/09  13:00:00,3.0,0.0,0.0,232957985.90084575,93124323.85391507,177667514.30607478 
 03/09  14:00:00,3.0,0.0,0.0,254506599.97331069,93124323.85391507,179858086.8360924 
 03/09  15:00:00,3.625,0.0,0.0,256399177.1628365,93124323.85391507,167093070.35257594 
 03/09  16:00:00,4.0,0.0,0.0,261892610.52707733,93124323.85391507,167093070.35257594 
 03/09  17:00:00,4.0,0.0,0.0,270441537.3402067,94002236.29916103,177537174.74818034 
 03/09  18:00:00,4.0,0.0,0.0,235659114.2195496,55369339.939599279,140923939.57316489 
 03/09  19:00:00,4.0,0.0,0.0,215377370.0959921,39041406.398128319,69106004.40578464 
 03/09  20:00:00,4.0,0.0,0.0,209177128.00096078,39455915.84359869,59822356.05413629 
 03/09  21:00:00,3.375,0.0,0.0,204033852.30268643,26303943.895732467,59822356.05413629 
 03/09  22:00:00,3.0,0.0,0.0,199513403.03657843,26303943.895732467,55180531.87831212 
 03/09  23:00:00,3.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/09  24:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/10  01:00:00,3.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/10  02:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/10  03:00:00,2.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/10  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/10  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/10  06:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/10  07:00:00,2.0,0.0,351738.13455136478,204703559.81331808,10829279.40873432,55180531.87831212 
 03/10  08:00:00,2.0,0.0,0.0,192292019.0858447,39455915.84359869,95796493.41677365 
 03/10  09:00:00,2.0,0.0,0.0,213889288.76478154,118367747.53079611,204227663.7591693 
 03/10  10:00:00,2.0,0.0,0.0,207719851.77350707,118367747.53079611,174055806.61631219 
 03/10  11:00:00,2.0,0.0,0.0,205122576.9692692,112197669.14960815,167093070.35257594 
 03/10  12:00:00,2.0,0.0,0.0,209503589.27940593,112197669.14960815,174055806.61631219 
 03/10  13:00:00,2.0,0.0,6689998.746344974,196322965.00929249,112197669.14960815,177667514.30607478 
 03/10  14:00:00,2.0,0.0,49790.518424485344,211009228.80497987,112197669.14960815,179858086.8360924 
 03/10  15:00:00,2.625,0.0,238507.07294494569,204348213.27885995,112197669.14960815,167093070.35257594 
 03/10  16:00:00,3.0,0.0,448410.6850432188,203635800.44651333,114055040.97488506,167093070.35257594 
 03/10  17:00:00,3.0,0.0,967462.6656076085,207823626.7361475,118367747.53079611,177537174.74818034 
 03/10  18:00:00,3.0,0.0,15281759.563168392,170011339.86937405,65759859.739331159,140923939.57316489 
 03/10  19:00:00,3.0,0.0,1660358.4618250696,142211343.31511525,39455915.84359869,69106004.40578464 
 03/10  20:00:00,3.0,0.0,214221.50367887299,139085516.33561934,39455915.84359869,59822356.05413629 
 03/10  21:00:00,3.0,0.0,635701.8771869517,135243750.8040502,26303943.895732467,59822356.05413629 
 03/10  22:00:00,3.0,0.0,920818.3473140089,131092831.52161528,26303943.895732467,55180531.87831212 
 03/10  23:00:00,3.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/10  24:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/11  01:00:00,3.0,0.0,0.0,0.0,4802369.727932371,33399901.5013581 
 03/11  02:00:00,3.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  03:00:00,1.75,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  06:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  07:00:00,1.0,0.0,2951909.302418178,133298691.40519965,10829279.40873432,55180531.87831212 
 03/11  08:00:00,1.0,0.0,8037797.1951508619,107010506.8528569,12980580.881722125,73747828.58160882 
 03/11  09:00:00,1.625,0.0,2962732.841362085,113214845.26047124,36047070.56917618,85222049.46327476 
 03/11  10:00:00,2.0,0.0,2507238.47992614,116804148.02547458,32823095.320354489,93345241.77096707 
 03/11  11:00:00,2.0,0.0,1752696.9749312076,120677279.96467787,31820745.116692015,89863873.63909894 
 03/11  12:00:00,2.0,0.0,887752.345879749,124848210.3015733,31789573.343895824,97987065.94679125 
 03/11  13:00:00,2.0,0.0,123564.53542436575,116444301.74468228,15733845.610670273,72652542.31660003 
 03/11  14:00:00,2.0,0.0,0.0,115588638.4169811,15789186.96108807,63368893.96495168 
 03/11  15:00:00,2.625,0.0,0.0,111747126.94016385,15894786.671947912,57566613.74517146 
 03/11  16:00:00,3.0,0.0,0.0,104010502.88592328,16038564.71051343,52924789.569347288 
 03/11  17:00:00,3.0,0.0,480692.04565408,94731483.50711416,16783029.16874472,54085245.61330333 
 03/11  18:00:00,3.0,0.0,85036.93049823413,117595397.27244699,6235909.026604602,48348135.17247035 
 03/11  19:00:00,3.0,0.0,0.0,0.0,6575985.9739331169,41385398.90873409 
 03/11  20:00:00,3.0,0.0,0.0,0.0,4802369.727932371,33399901.5013581 
 03/11  21:00:00,1.75,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  22:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  23:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/11  24:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  03:00:00,1.625,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  06:00:00,2.0,0.0,0.0,0.0,5897289.928284483,41385398.90873409 
 03/12  07:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,41385398.90873409 
 03/12  08:00:00,2.0,0.0,0.0,0.0,6575985.9739331169,41385398.90873409 
 03/12  09:00:00,2.0,0.0,0.0,0.0,6233203.841644897,41385398.90873409 
 03/12  10:00:00,2.0,0.0,0.0,0.0,5776123.755859008,41385398.90873409 
 03/12  11:00:00,2.0,0.0,0.0,0.0,5422950.9005255489,41385398.90873409 
 03/12  12:00:00,2.0,0.0,0.0,0.0,5348201.773796972,41385398.90873409 
 03/12  13:00:00,2.0,0.0,0.0,0.0,5298262.223982637,41385398.90873409 
 03/12  14:00:00,2.0,0.0,0.0,0.0,5303457.651561848,41385398.90873409 
 03/12  15:00:00,2.0,0.0,0.0,0.0,5398141.587837665,41385398.90873409 
 03/12  16:00:00,2.0,0.0,0.0,0.0,5514183.3087621559,41385398.90873409 
 03/12  17:00:00,2.0,0.0,0.0,0.0,5982858.901314257,41385398.90873409 
 03/12  18:00:00,2.0,0.0,0.0,0.0,4702992.493773887,33399901.5013581 
 03/12  19:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  20:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  21:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  22:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  23:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/12  24:00:00,2.0,0.0,0.0,0.0,3861201.791338584,33399901.5013581 
 03/13  01:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/13  02:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/13  03:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/13  04:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/13  05:00:00,2.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/13  06:00:00,2.0,0.0,18517843.119226874,76585331.51179543,10829279.40873432,55180531.87831212 
 03/13  07:00:00,2.0,0.0,64659577.78176622,49698941.91944428,39455915.84359869,95796493.41677365 
 03/13  08:00:00,2.0,0.0,19259552.680949719,99664550.44964949,118367747.53079611,204227663.7591693 
 03/13  09:00:00,1.375,0.0,12500306.33845661,108647286.35268954,112197669.14960815,174055806.61631219 
 03/13  10:00:00,1.0,0.0,11030788.988409698,114386358.04727057,104344293.63509095,167093070.35257594 
 03/13  11:00:00,1.0,0.0,10596100.045977522,124122617.57444674,99155635.80475684,174055806.61631219 
 03/13  12:00:00,1.0,0.0,24158215.06929496,122893218.57864279,97613116.20945984,177667514.30607478 
 03/13  13:00:00,1.0,0.0,9743035.407619207,139974726.8730932,96116852.09094492,179858086.8360924 
 03/13  14:00:00,1.0,0.0,7332227.476015341,138061132.98696918,96792482.55144923,167093070.35257594 
 03/13  15:00:00,1.625,0.0,6558790.765257431,140762070.73878763,97613116.20945984,167093070.35257594 
 03/13  16:00:00,2.0,0.0,6830093.945529984,149333559.21484123,100698155.40005383,177537174.74818034 
 03/13  17:00:00,2.0,0.0,18652868.89850702,118124742.06692803,60306406.06365061,140923939.57316489 
 03/13  18:00:00,2.0,0.0,4127859.060216818,88081493.60119574,38427569.44673404,69106004.40578464 
 03/13  19:00:00,2.0,0.0,1958340.4626757093,80937610.7296756,39455915.84359869,59822356.05413629 
 03/13  20:00:00,2.0,0.0,2743423.736435976,74748909.53487639,26303943.895732467,59822356.05413629 
 03/13  21:00:00,1.375,0.0,3692432.2222469944,70744840.25063905,26303943.895732467,55180531.87831212 
 03/13  22:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/13  23:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/13  24:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/14  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/14  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/14  03:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/14  04:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/14  05:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/14  06:00:00,1.0,0.0,7203996.255118238,103202809.14750496,10829279.40873432,55180531.87831212 
 03/14  07:00:00,1.0,0.0,40094253.45413087,66788423.320714477,39455915.84359869,95796493.41677365 
 03/14  08:00:00,1.0,0.0,11823017.423832413,127465282.74718258,118367747.53079611,204227663.7591693 
 03/14  09:00:00,1.625,0.0,8699342.533387723,130493941.08870483,112197669.14960815,174055806.61631219 
 03/14  10:00:00,2.0,0.0,7591072.960546048,133450725.46820432,104344293.63509095,167093070.35257594 
 03/14  11:00:00,2.0,0.0,7111547.121035582,144047108.5338373,97613116.20945984,174055806.61631219 
 03/14  12:00:00,2.0,0.0,19685044.57164811,139137776.65503479,97094042.22625035,177667514.30607478 
 03/14  13:00:00,2.0,0.0,5138509.193108276,154895115.63016839,95483249.06971143,179858086.8360924 
 03/14  14:00:00,2.0,0.0,4580654.452881874,151618998.8053797,95914579.61835216,167093070.35257594 
 03/14  15:00:00,2.0,0.0,4068708.649287457,154096525.5635345,97613116.20945984,167093070.35257594 
 03/14  16:00:00,2.0,0.0,4027381.671201995,162384274.08867917,100498840.96907294,177537174.74818034 
 03/14  17:00:00,2.0,0.0,16011782.948187534,135820172.2062434,60078452.269758779,140923939.57316489 
 03/14  18:00:00,2.0,0.0,518003.36449712185,108418881.45455346,38427569.44673404,69106004.40578464 
 03/14  19:00:00,2.0,0.0,834886.5920553894,101366689.1057178,39455915.84359869,59822356.05413629 
 03/14  20:00:00,2.0,0.0,1306745.143006293,94968817.42521104,26303943.895732467,59822356.05413629 
 03/14  21:00:00,1.375,0.0,1719212.0012942439,91047663.86002755,26303943.895732467,55180531.87831212 
 03/14  22:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/14  23:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/14  24:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/15  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/15  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/15  03:00:00,2.25,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/15  04:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/15  05:00:00,3.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/15  06:00:00,3.0,0.0,3528728.241057649,114721536.24410862,10829279.40873432,55180531.87831212 
 03/15  07:00:00,3.0,0.0,32526088.485762374,77787735.61990215,39356252.090636748,95796493.41677365 
 03/15  08:00:00,3.0,0.0,9448798.727994409,138184606.17600525,104401531.40757674,204227663.7591693 
 03/15  09:00:00,2.375,0.0,5818023.855888955,145936498.5802228,93685415.7642465,174055806.61631219 
 03/15  10:00:00,2.0,0.0,4292150.851585528,152515470.26943226,93124323.85391507,167093070.35257594 
 03/15  11:00:00,2.0,0.0,4337577.595988585,165377791.57404135,93124323.85391507,174055806.61631219 
 03/15  12:00:00,2.0,0.0,10485485.874213176,170327460.9328282,93124323.85391507,177667514.30607478 
 03/15  13:00:00,2.0,0.0,4379822.049938185,183969871.69056735,93124323.85391507,179858086.8360924 
 03/15  14:00:00,2.0,0.0,4297101.854702179,185622035.74199296,93124323.85391507,167093070.35257594 
 03/15  15:00:00,3.25,0.0,3795118.7747229004,192197581.5297776,93124323.85391507,167093070.35257594 
 03/15  16:00:00,4.0,0.0,3185345.652469404,204420806.81535537,93124323.85391507,177537174.74818034 
 03/15  17:00:00,4.0,0.0,217960.62944189108,198267155.26416645,51735735.47439728,140923939.57316489 
 03/15  18:00:00,4.0,0.0,0.0,184944723.3926165,31719373.84252765,69106004.40578464 
 03/15  19:00:00,4.0,0.0,0.0,173759727.81996913,38196227.104318518,59822356.05413629 
 03/15  20:00:00,4.0,0.0,0.0,155348702.24337725,26303943.895732467,59822356.05413629 
 03/15  21:00:00,2.125,0.0,0.0,139595156.9493095,26303943.895732467,55180531.87831212 
 03/15  22:00:00,1.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/15  23:00:00,1.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/15  24:00:00,1.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/16  01:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/16  02:00:00,1.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/16  03:00:00,0.375,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/16  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/16  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/16  06:00:00,0.0,0.0,2021040.3162707044,132450672.2337619,10829279.40873432,55180531.87831212 
 03/16  07:00:00,0.0,0.0,22248676.30904191,100558462.2862337,39455915.84359869,95796493.41677365 
 03/16  08:00:00,0.0,0.0,7469877.1264843069,154287200.39023353,115282708.34020213,204227663.7591693 
 03/16  09:00:00,0.0,0.0,4149196.7385040398,155732423.49426953,100426319.16126514,174055806.61631219 
 03/16  10:00:00,0.0,0.0,2760526.2119289876,159081271.58413495,95425977.41658779,167093070.35257594 
 03/16  11:00:00,0.0,0.0,1627981.8433498957,168570854.6777888,93498385.12746936,174055806.61631219 
 03/16  12:00:00,0.0,0.0,10394717.3498695,169423427.64598299,93124323.85391507,177667514.30607478 
 03/16  13:00:00,0.0,0.0,627638.0894294347,179461091.70906563,93124323.85391507,179858086.8360924 
 03/16  14:00:00,0.0,0.0,215461.0716770454,176646047.61296905,93124323.85391507,167093070.35257594 
 03/16  15:00:00,1.25,0.0,17904.38952517943,181054873.24841849,93124323.85391507,167093070.35257594 
 03/16  16:00:00,2.0,0.0,37288.08025626931,193098267.90756158,94174029.85619702,177537174.74818034 
 03/16  17:00:00,2.0,0.0,712545.582577918,185533879.9261427,53441745.6776547,140923939.57316489 
 03/16  18:00:00,2.0,0.0,0.0,170684273.5882601,35379955.01937828,69106004.40578464 
 03/16  19:00:00,2.0,0.0,0.0,159750168.60681433,39455915.84359869,59822356.05413629 
 03/16  20:00:00,2.0,0.0,0.0,145208509.46667774,26303943.895732467,59822356.05413629 
 03/16  21:00:00,0.75,0.0,0.0,131533149.70207525,26303943.895732467,55180531.87831212 
 03/16  22:00:00,0.0,0.0,0.0,0.0,13151971.947866233,55180531.87831212 
 03/16  23:00:00,0.0,0.0,0.0,0.0,6575985.9739331169,55180531.87831212 
 03/16  24:00:00,0.0,0.0,0.0,0.0,4802369.727932371,44533202.00181078 
 03/17  01:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/17  02:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/17  03:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/17  04:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/17  05:00:00,0.0,0.0,0.0,0.0,3861201.791338584,44533202.00181078 
 03/17  06:00:00,0.0,0.0,1094249.760714361,149643828.8856043,10829279.40873432,55180531.87831212 
 03/17  07:00:00,0.0,0.0,18112381.082812784,115934886.42108569,39455915.84359869,95796493.41677365 
 03/17  08:00:00,0.0,0.0,4310280.788432686,169029536.511392,118367747.53079611,204227663.7591693 
 03/17  09:00:00,1.25,0.0,2720211.0010983159,168834591.87735177,118367747.53079611,174055806.61631219 
