Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/08  03:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  04:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  05:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  06:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  07:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  08:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  09:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  10:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  11:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  12:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  13:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  14:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  16:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  17:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  18:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  19:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  20:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  21:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  22:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  23:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/08  24:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/09  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  06:00:00,0.0,0.0,8012822.756589862,9361966.1289885 
 07/09  07:00:00,2281535.8249695624,180105.49174965092,46972617.967746648,10683204.881647502 
 07/09  08:00:00,0.0,11767399.878051376,47312850.1734685,36126625.763295 
 07/09  09:00:00,0.0,12558756.79382898,46190040.37446765,36126625.763295 
 07/09  10:00:00,0.0,12766629.419449587,40032390.995878268,36126625.763295 
 07/09  11:00:00,0.0,13634792.091364325,37393398.40503901,36126625.763295 
 07/09  12:00:00,0.0,9321236.273755758,37032639.281389709,13589930.1374973 
 07/09  13:00:00,0.0,13552059.551175718,45531387.94604269,36126625.763295 
 07/09  14:00:00,0.0,14952240.97014327,49484980.01103257,36126625.763295 
 07/09  15:00:00,0.0,16125007.687486938,50910085.36947947,36126625.763295 
 07/09  16:00:00,0.0,14755402.949901322,47703493.68989664,36126625.763295 
 07/09  17:00:00,0.0,6971493.478838542,44040038.47649453,10683204.881647502 
 07/09  18:00:00,0.0,0.0,4936978.833455047,9071659.785901502 
 07/09  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/09  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/10  07:00:00,1557137.3944075066,400610.95758351628,48870418.08420573,10683204.881647502 
 07/10  08:00:00,0.0,9552831.723726616,57509546.81441696,36126625.763295 
 07/10  09:00:00,0.0,9947385.791334752,57516812.629313249,36126625.763295 
 07/10  10:00:00,0.0,10566069.623460027,53228449.66925275,36126625.763295 
 07/10  11:00:00,0.0,11640316.704033923,49269960.78299388,36126625.763295 
 07/10  12:00:00,0.0,9628191.0910611,45778839.95243901,13589930.1374973 
 07/10  13:00:00,0.0,14629594.533525628,46960842.26606285,36126625.763295 
 07/10  14:00:00,0.0,15810688.096208245,48825231.86332276,36126625.763295 
 07/10  15:00:00,0.0,16803569.82041493,50910085.36947947,36126625.763295 
 07/10  16:00:00,0.0,15488595.288558754,47024341.18491693,36126625.763295 
 07/10  17:00:00,0.0,7461611.973156653,44040038.47649453,10683204.881647502 
 07/10  18:00:00,0.0,0.0,4936978.833455047,9071659.785901502 
 07/10  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/10  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/11  07:00:00,2467764.068329107,142009.35401955033,44876947.38094134,10683204.881647502 
 07/11  08:00:00,0.0,9330783.395242472,47533314.082365307,36126625.763295 
 07/11  09:00:00,0.0,9180261.622538533,43551321.71347626,36126625.763295 
 07/11  10:00:00,0.0,9461380.169234418,38053146.55274883,36126625.763295 
 07/11  11:00:00,0.0,10906153.535583839,37393398.40503901,36126625.763295 
 07/11  12:00:00,0.0,7602349.902701974,36931934.764114867,13589930.1374973 
 07/11  13:00:00,0.0,12229985.07862011,37241354.32993777,36126625.763295 
 07/11  14:00:00,0.0,13028424.001491869,37089310.25483653,36126625.763295 
 07/11  15:00:00,0.0,13787732.64398393,38628722.59945723,36126625.763295 
 07/11  16:00:00,0.0,12372266.123599805,38777489.33865401,36126625.763295 
 07/11  17:00:00,0.0,5373143.7954528969,37442556.9994842,10683204.881647502 
 07/11  18:00:00,0.0,0.0,4600636.640509127,9071659.785901502 
 07/11  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/11  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  06:00:00,0.0,0.0,8012822.756589862,9361966.1289885 
 07/12  07:00:00,2285535.2564254326,178499.1685818077,44816820.86033312,10683204.881647502 
 07/12  08:00:00,0.0,12098400.54122466,50206492.49639221,36126625.763295 
 07/12  09:00:00,0.0,12486873.336736009,46080082.349867109,36126625.763295 
 07/12  10:00:00,0.0,13843032.666364652,47290442.4101232,36126625.763295 
 07/12  11:00:00,0.0,11992381.278135214,41243024.98598222,36126625.763295 
 07/12  12:00:00,0.0,7058977.139537796,40061022.67235837,13589930.1374973 
 07/12  13:00:00,2778514.430073679,8494188.489565097,40802371.09803648,36126625.763295 
 07/12  14:00:00,2204481.501598165,9672632.266143442,45598164.20085766,36126625.763295 
 07/12  15:00:00,121367.66099650559,10818690.3767968,44346539.879537869,36126625.763295 
 07/12  16:00:00,0.0,12382921.301902827,45860079.74778196,36126625.763295 
 07/12  17:00:00,0.0,7259171.949167405,42487689.893672998,10683204.881647502 
 07/12  18:00:00,0.0,0.0,4859361.404312715,9071659.785901502 
 07/12  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/12  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/13  07:00:00,1584816.1519637297,333931.04936685346,48327096.08022196,10683204.881647502 
 07/13  08:00:00,0.0,9230004.083111957,56889405.07707417,36126625.763295 
 07/13  09:00:00,0.0,10824778.647552245,54547945.96467239,36126625.763295 
 07/13  10:00:00,0.0,12184225.347695589,51798995.3492326,36126625.763295 
 07/13  11:00:00,0.0,12484814.525990218,44761681.77373235,36126625.763295 
 07/13  12:00:00,0.0,9132160.594758403,40061022.67235837,13589930.1374973 
 07/13  13:00:00,0.0,12575804.1219412,43222269.42911165,36126625.763295 
 07/13  14:00:00,0.0,13804622.245316249,45598164.20085766,36126625.763295 
 07/13  15:00:00,0.0,15563235.100335714,45923963.24293387,36126625.763295 
 07/13  16:00:00,0.0,14828674.287505478,47024341.18491693,36126625.763295 
 07/13  17:00:00,0.0,7390476.846186723,43496716.472510758,10683204.881647502 
 07/13  18:00:00,0.0,0.0,4859361.404312715,9071659.785901502 
 07/13  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/13  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/14  07:00:00,1047291.965637624,570347.7372281978,47240452.072254408,10683204.881647502 
 07/14  08:00:00,0.0,10946194.244909525,51650228.61006091,36126625.763295 
 07/14  09:00:00,0.0,12554297.998583876,51248109.50683847,36126625.763295 
 07/14  10:00:00,0.0,12673222.172792018,42671383.586717519,36126625.763295 
 07/14  11:00:00,0.0,12216229.981795276,38712894.70045864,36126625.763295 
 07/14  12:00:00,0.0,10408933.038437389,37032639.281389709,13589930.1374973 
 07/14  13:00:00,0.0,10569456.65517563,38636872.66290802,36126625.763295 
 07/14  14:00:00,0.0,11629402.312670242,41381748.24662241,36126625.763295 
 07/14  15:00:00,0.0,13234919.240700283,42807127.534917179,36126625.763295 
 07/14  16:00:00,0.0,13866958.780345478,42561339.009295608,36126625.763295 
 07/14  17:00:00,0.0,10811173.416789426,40935341.31085146,10683204.881647502 
 07/14  18:00:00,0.0,0.0,4859361.404312715,9071659.785901502 
 07/14  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/14  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/15  01:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  02:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  03:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  04:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  05:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  06:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  07:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  08:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  09:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  10:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  11:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  12:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  13:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  14:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  16:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  17:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  18:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  19:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  20:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  21:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  22:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  23:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/15  24:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/16  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/16  07:00:00,1635825.895256842,270053.69700791386,44756694.3397249,10683204.881647502 
 07/16  08:00:00,0.0,8462556.025493056,49958858.74304746,36126625.763295 
 07/16  09:00:00,0.0,9618002.991817264,49751878.93200334,36126625.763295 
 07/16  10:00:00,0.0,10093193.863530919,42418353.33990352,36126625.763295 
 07/16  11:00:00,0.0,10970257.137457498,37393398.40503901,36126625.763295 
 07/16  12:00:00,0.0,8322408.555542861,37032639.281389709,13589930.1374973 
 07/16  13:00:00,0.0,12540285.723727862,37939113.496422898,36126625.763295 
 07/16  14:00:00,0.0,14133245.496564085,40574031.055536758,36126625.763295 
 07/16  15:00:00,0.0,15706322.731573509,41487631.23949755,36126625.763295 
 07/16  16:00:00,0.0,15422393.573965356,41300055.78574841,36126625.763295 
 07/16  17:00:00,0.0,7980927.674703558,38994905.58230574,10683204.881647502 
 07/16  18:00:00,0.0,0.0,4600636.640509127,9071659.785901502 
 07/16  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/16  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/17  07:00:00,1723070.1482459803,211486.56448212896,45946100.480387318,10683204.881647502 
 07/17  08:00:00,0.0,10044138.794999447,51634649.44831593,36126625.763295 
 07/17  09:00:00,0.0,11264932.026317085,46190314.30431551,36126625.763295 
 07/17  10:00:00,0.0,12519921.36569081,41171077.98015699,36126625.763295 
 07/17  11:00:00,0.0,13221682.183925413,37503630.359487418,36126625.763295 
 07/17  12:00:00,0.0,9497582.340014082,36965502.936539817,13589930.1374973 
 07/17  13:00:00,0.0,14115449.563851234,37317376.36748839,36126625.763295 
 07/17  14:00:00,0.0,14782774.129643213,37127321.27361184,36126625.763295 
 07/17  15:00:00,0.0,15429486.75839281,42807127.534917179,36126625.763295 
 07/17  16:00:00,0.0,13797861.839029491,45180927.24280224,36126625.763295 
 07/17  17:00:00,0.0,6714812.736065984,42487689.893672998,10683204.881647502 
 07/17  18:00:00,0.0,0.0,4859361.404312715,9071659.785901502 
 07/17  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/17  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  06:00:00,0.0,0.0,8012822.756589862,9361966.1289885 
 07/18  07:00:00,4041135.6442603787,0.0,49308794.636984828,10683204.881647502 
 07/18  08:00:00,0.0,15365940.269955215,52216780.16688341,36126625.763295 
 07/18  09:00:00,0.0,16384827.97023167,46300546.25876391,36126625.763295 
 07/18  10:00:00,0.0,16154645.488587067,43112311.404511127,36126625.763295 
 07/18  11:00:00,0.0,14762414.239303222,38053146.55274883,36126625.763295 
 07/18  12:00:00,0.0,12560106.119921357,37324682.381486769,13589930.1374973 
 07/18  13:00:00,0.0,13974842.848381732,37575851.2951605,36126625.763295 
 07/18  14:00:00,0.0,14788594.049373996,37203343.31116246,36126625.763295 
 07/18  15:00:00,0.0,15854339.536177807,37089310.25483653,36126625.763295 
 07/18  16:00:00,0.0,14147833.936909643,37516206.115106809,36126625.763295 
 07/18  17:00:00,0.0,9925820.154651076,35346886.41267889,10683204.881647502 
 07/18  18:00:00,0.0,0.0,4600636.640509127,9071659.785901502 
 07/18  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/18  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  06:00:00,0.0,0.0,8012822.756589862,9361966.1289885 
 07/19  07:00:00,2875327.8234563975,119045.17142216173,48705346.11239283,10683204.881647502 
 07/19  08:00:00,0.0,13306958.169874534,50638011.248027179,36126625.763295 
 07/19  09:00:00,0.0,12966252.459658534,50521585.10431369,36126625.763295 
 07/19  10:00:00,0.0,12135163.292864409,40142622.950326669,36126625.763295 
 07/19  11:00:00,0.0,13708709.707401557,37393398.40503901,36126625.763295 
 07/19  12:00:00,0.0,10853562.118783359,37032639.281389709,13589930.1374973 
 07/19  13:00:00,0.0,14979653.519273449,37241354.32993777,36126625.763295 
 07/19  14:00:00,0.0,16389333.285941109,39914282.90782694,36126625.763295 
 07/19  15:00:00,0.0,17627125.645931957,42807127.534917179,36126625.763295 
 07/19  16:00:00,0.0,15643966.720289983,42561339.009295608,36126625.763295 
 07/19  17:00:00,0.0,8596452.290493379,40469636.73599748,10683204.881647502 
 07/19  18:00:00,0.0,0.0,4859361.404312715,9071659.785901502 
 07/19  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/19  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  06:00:00,0.0,0.0,8012822.756589862,9361966.1289885 
 07/20  07:00:00,2504957.7395828014,138390.5412691962,48101897.58780084,10683204.881647502 
 07/20  08:00:00,0.0,11127502.307761377,49662372.796600047,36126625.763295 
 07/20  09:00:00,0.0,12328494.01053217,54327482.05577559,36126625.763295 
 07/20  10:00:00,0.0,13207881.631551706,51139247.20152278,36126625.763295 
 07/20  11:00:00,0.0,14239224.167078784,49929708.93070369,36126625.763295 
 07/20  12:00:00,0.0,9761562.697536033,45778839.95243901,13589930.1374973 
 07/20  13:00:00,0.0,14436416.249303805,46960842.26606285,36126625.763295 
 07/20  14:00:00,0.0,15382759.168506578,46406155.32179119,36126625.763295 
 07/20  15:00:00,0.0,16223154.485422783,46731680.43401952,36126625.763295 
 07/20  16:00:00,0.0,14112936.606449744,47121362.97132916,36126625.763295 
 07/20  17:00:00,0.0,7151685.095054766,45049065.05533229,10683204.881647502 
 07/20  18:00:00,0.0,0.0,4936978.833455047,9071659.785901502 
 07/20  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/20  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/21  07:00:00,1550180.1109187916,241789.62303950429,49594119.65001416,10683204.881647502 
 07/21  08:00:00,0.0,11171179.856738549,58239920.50620815,36126625.763295 
 07/21  09:00:00,0.0,13554658.552254785,59056224.973933938,36126625.763295 
 07/21  10:00:00,0.0,16012019.36184357,53888197.81696257,36126625.763295 
 07/21  11:00:00,0.0,16988822.068892577,49929708.93070369,36126625.763295 
 07/21  12:00:00,0.0,16042853.361410393,45778839.95243901,13589930.1374973 
 07/21  13:00:00,0.0,16979638.763422036,46960842.26606285,36126625.763295 
 07/21  14:00:00,0.0,17871665.660327887,45746407.17408138,36126625.763295 
 07/21  15:00:00,0.0,18993564.63389186,46731680.43401952,36126625.763295 
 07/21  16:00:00,0.0,17665638.90787962,47121362.97132916,36126625.763295 
 07/21  17:00:00,0.0,13485854.56940354,45049065.05533229,10683204.881647502 
 07/21  18:00:00,0.0,0.0,4936978.833455047,9071659.785901502 
 07/21  19:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  20:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  21:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  22:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  23:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/21  24:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/22  01:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  02:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  03:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  04:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  05:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  06:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  07:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  08:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  09:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  10:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  11:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  12:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  13:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  14:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  16:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  17:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  18:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  19:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  20:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  21:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  22:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  23:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/22  24:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 07/23  01:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/23  02:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/23  03:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/23  04:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/23  05:00:00,0.0,0.0,3747234.491921158,9071659.785901502 
 07/23  06:00:00,0.0,0.0,7979896.328637742,9361966.1289885 
 07/23  07:00:00,1893333.073819079,208526.20689835313,46774747.49740042,10683204.881647502 
 07/23  08:00:00,0.0,11234330.32251442,52949522.85238342,36126625.763295 
 07/23  09:00:00,0.0,11609604.002955139,54547945.96467239,36126625.763295 
 07/23  10:00:00,0.0,12867812.294043109,53228449.66925275,36126625.763295 
 07/23  11:00:00,0.0,12980513.662704358,49160002.75839335,36126625.763295 
