Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 02/16  07:00:00,71859769.76921547,0.0,8012822.756589862,9361966.1289885 
 02/16  08:00:00,73586913.54999784,0.0,50861143.21980636,10683204.881647502 
 02/16  09:00:00,36235739.93773237,0.0,57482376.96996902,36126625.763295 
 02/16  10:00:00,19989283.581944247,243333.55533407158,56857064.48160343,36126625.763295 
 02/16  11:00:00,16954911.17232782,12073.515252826655,46081178.06915197,36126625.763295 
 02/16  12:00:00,17400205.576362064,0.0,38712894.70045864,36126625.763295 
 02/16  13:00:00,21504727.68403693,0.0,37591682.91182467,13589930.1374973 
 02/16  14:00:00,17180367.677304247,0.0,42189465.437708068,36126625.763295 
 02/16  15:00:00,15826890.570670726,0.0,47755238.64268746,36126625.763295 
 02/16  16:00:00,16531641.638955493,0.0,57875451.939154509,36126625.763295 
 02/16  17:00:00,17058848.511234859,0.0,60833088.40364246,36126625.763295 
 02/16  18:00:00,27498541.217791495,0.0,52046790.81583935,10683204.881647502 
 02/16  19:00:00,16351044.759761544,0.0,5154796.197385712,9071659.785901502 
 02/16  20:00:00,26682678.2650766,0.0,3747234.491921158,9071659.785901502 
 02/16  21:00:00,20705415.41011867,0.0,3747234.491921158,9071659.785901502 
 02/16  22:00:00,37745489.02816343,0.0,3747234.491921158,9071659.785901502 
 02/16  23:00:00,37829815.352859068,0.0,3747234.491921158,9071659.785901502 
 02/16  24:00:00,25390769.69594076,0.0,3747234.491921158,9071659.785901502 
 02/17  01:00:00,44958621.79723174,0.0,3747234.491921158,9071659.785901502 
 02/17  02:00:00,44170345.96758708,0.0,3747234.491921158,9071659.785901502 
 02/17  03:00:00,30684550.296200433,0.0,3747234.491921158,9071659.785901502 
 02/17  04:00:00,47469256.39320107,0.0,3747234.491921158,9071659.785901502 
 02/17  05:00:00,46817842.63228335,0.0,3747234.491921158,9071659.785901502 
 02/17  06:00:00,32668221.189695948,0.0,3747234.491921158,9071659.785901502 
 02/17  07:00:00,74932069.6588713,0.0,8012822.756589862,9361966.1289885 
 02/17  08:00:00,71186614.63869708,0.0,50921269.740414578,10683204.881647502 
 02/17  09:00:00,41908766.13661088,0.0,57579398.75638124,36126625.763295 
 02/17  10:00:00,25790598.01778968,0.0,52754955.51354197,36126625.763295 
 02/17  11:00:00,17411330.876028494,0.0,46081178.069151978,36126625.763295 
 02/17  12:00:00,17928380.486663607,0.0,40252854.90477507,36126625.763295 
 02/17  13:00:00,20197441.827514639,0.0,36898366.591689918,13589930.1374973 
 02/17  14:00:00,18460329.621525319,0.0,42189465.437708068,36126625.763295 
 02/17  15:00:00,18411322.412048989,0.0,48414986.79039727,36126625.763295 
 02/17  16:00:00,19408844.729217099,0.0,56331964.56280842,36126625.763295 
 02/17  17:00:00,19454288.13120317,0.0,59633184.941441,36126625.763295 
 02/17  18:00:00,24112521.18410993,0.0,51959464.20257503,10683204.881647502 
 02/17  19:00:00,5530856.77539837,0.0,5154796.197385712,9071659.785901502 
 02/17  20:00:00,21463784.767829725,0.0,3747234.491921158,9071659.785901502 
 02/17  21:00:00,12892504.39218913,0.0,3747234.491921158,9071659.785901502 
 02/17  22:00:00,30436321.20758248,0.0,3747234.491921158,9071659.785901502 
 02/17  23:00:00,31414213.624429127,0.0,3747234.491921158,9071659.785901502 
 02/17  24:00:00,25950509.898685289,0.0,3747234.491921158,9071659.785901502 
 02/18  01:00:00,38148824.53957564,0.0,3747234.491921158,1691551.7859015002 
 02/18  02:00:00,35270762.61756709,0.0,3747234.491921158,1691551.7859015002 
 02/18  03:00:00,29795317.93796336,0.0,3747234.491921158,1691551.7859015002 
 02/18  04:00:00,48100531.4680632,0.0,3747234.491921158,1691551.7859015002 
 02/18  05:00:00,47772099.208729,0.0,3747234.491921158,1691551.7859015002 
 02/18  06:00:00,32391538.116797873,0.0,3747234.491921158,1691551.7859015002 
 02/18  07:00:00,49321149.46204634,0.0,3747234.491921158,1691551.7859015002 
 02/18  08:00:00,42267382.619460809,4900.91132181733,3747234.491921158,1691551.7859015002 
 02/18  09:00:00,18233289.233926566,0.0,3747234.491921158,1691551.7859015002 
 02/18  10:00:00,18894293.362627247,0.0,3747234.491921158,1691551.7859015002 
 02/18  11:00:00,5050870.573859279,0.0,3747234.491921158,1691551.7859015002 
 02/18  12:00:00,5763761.3108578729,17996.226894478787,3747234.491921158,1691551.7859015002 
 02/18  13:00:00,1252908.626106785,0.0,3747234.491921158,1691551.7859015002 
 02/18  14:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 02/18  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 02/18  16:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 02/18  17:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 02/18  18:00:00,9014993.532338953,13571.89967259328,3747234.491921158,1691551.7859015002 
 02/18  19:00:00,32244552.09262059,0.0,3747234.491921158,1691551.7859015002 
 02/18  20:00:00,42386796.8622236,0.0,3747234.491921158,1691551.7859015002 
 02/18  21:00:00,32931844.61345262,0.0,3747234.491921158,1691551.7859015002 
 02/18  22:00:00,48666395.435300718,0.0,3747234.491921158,1691551.7859015002 
 02/18  23:00:00,47811256.036161359,0.0,3747234.491921158,1691551.7859015002 
 02/18  24:00:00,35007839.075800899,0.0,3747234.491921158,1691551.7859015002 
 02/19  01:00:00,49063589.55723205,0.0,3747234.491921158,1691551.7859015002 
 02/19  02:00:00,47203970.59743254,0.0,3747234.491921158,1691551.7859015002 
 02/19  03:00:00,34536886.16284782,0.0,3747234.491921158,1691551.7859015002 
 02/19  04:00:00,47769879.16345282,0.0,3747234.491921158,1691551.7859015002 
 02/19  05:00:00,45163341.52312562,0.0,3747234.491921158,1691551.7859015002 
 02/19  06:00:00,33334392.998504439,0.0,3747234.491921158,1691551.7859015002 
 02/19  07:00:00,46824798.27656548,0.0,3747234.491921158,1691551.7859015002 
 02/19  08:00:00,42737827.09589116,0.0,3747234.491921158,1691551.7859015002 
 02/19  09:00:00,27836759.050414616,0.0,3747234.491921158,1691551.7859015002 
 02/19  10:00:00,33862230.846163798,0.0,3747234.491921158,1691551.7859015002 
 02/19  11:00:00,25257400.704484,0.0,3747234.491921158,1691551.7859015002 
 02/19  12:00:00,11093097.946031524,0.0,3747234.491921158,1691551.7859015002 
 02/19  13:00:00,12111268.123976162,0.0,3747234.491921158,1691551.7859015002 
 02/19  14:00:00,4646773.657373704,0.0,3747234.491921158,1691551.7859015002 
 02/19  15:00:00,4865179.891672086,0.0,3747234.491921158,1691551.7859015002 
 02/19  16:00:00,5447505.2447316129,0.0,3747234.491921158,1691551.7859015002 
 02/19  17:00:00,9821241.686067079,0.0,3747234.491921158,1691551.7859015002 
 02/19  18:00:00,25630566.31464704,0.0,3747234.491921158,1691551.7859015002 
 02/19  19:00:00,37015106.68367112,0.0,3747234.491921158,1691551.7859015002 
 02/19  20:00:00,29334780.140755364,0.0,3747234.491921158,1691551.7859015002 
 02/19  21:00:00,46364325.802469778,0.0,3747234.491921158,1691551.7859015002 
 02/19  22:00:00,45032153.02865613,0.0,3747234.491921158,1691551.7859015002 
 02/19  23:00:00,31291842.06603121,0.0,3747234.491921158,1691551.7859015002 
 02/19  24:00:00,48797923.061530668,0.0,3747234.491921158,1691551.7859015002 
 02/20  01:00:00,48199407.808627348,0.0,3747234.491921158,9071659.785901502 
 02/20  02:00:00,33113198.497457759,0.0,3747234.491921158,9071659.785901502 
 02/20  03:00:00,50201911.306188199,0.0,3747234.491921158,9071659.785901502 
 02/20  04:00:00,48119540.59424689,0.0,3747234.491921158,9071659.785901502 
 02/20  05:00:00,31941072.48669588,0.0,3747234.491921158,9071659.785901502 
 02/20  06:00:00,48159764.52409713,0.0,3747234.491921158,9071659.785901502 
 02/20  07:00:00,71327260.71785327,0.0,8012822.756589862,9361966.1289885 
 02/20  08:00:00,71093772.23823668,0.0,50921269.740414578,10683204.881647502 
 02/20  09:00:00,41232607.59167018,0.0,58743660.19351621,36126625.763295 
 02/20  10:00:00,29146212.241327824,0.0,55910076.17018184,36126625.763295 
 02/20  11:00:00,24542996.994528157,0.0,47620590.41377266,36126625.763295 
 02/20  12:00:00,21954966.69736946,0.0,51139247.20152278,36126625.763295 
 02/20  13:00:00,29540499.763242518,0.0,50164550.61253184,13589930.1374973 
 02/20  14:00:00,21504668.692458944,0.0,42227476.45648338,36126625.763295 
 02/20  15:00:00,21058725.972724439,0.0,52420184.618471387,36126625.763295 
 02/20  16:00:00,24715957.10602038,0.0,64779213.00502482,36126625.763295 
 02/20  17:00:00,34223263.323999989,0.0,62249654.6728632,36126625.763295 
 02/20  18:00:00,50368144.9736236,0.0,52046790.81583935,10683204.881647502 
 02/20  19:00:00,25318416.164962707,0.0,5154796.197385712,9071659.785901502 
 02/20  20:00:00,28630123.96302752,0.0,3747234.491921158,9071659.785901502 
 02/20  21:00:00,24296565.50783605,0.0,3747234.491921158,9071659.785901502 
 02/20  22:00:00,37854160.95998095,0.0,3747234.491921158,9071659.785901502 
 02/20  23:00:00,33989689.91678623,0.0,3747234.491921158,9071659.785901502 
 02/20  24:00:00,22350457.11475507,0.0,3747234.491921158,9071659.785901502 
 02/21  01:00:00,35943934.091789897,0.0,3747234.491921158,9071659.785901502 
 02/21  02:00:00,31217893.550431957,0.0,3747234.491921158,9071659.785901502 
 02/21  03:00:00,22100330.579763917,0.0,3747234.491921158,9071659.785901502 
 02/21  04:00:00,34763682.076399419,0.0,3747234.491921158,9071659.785901502 
 02/21  05:00:00,30224738.078164679,0.0,3747234.491921158,9071659.785901502 
 02/21  06:00:00,22968917.124060777,0.0,3747234.491921158,9071659.785901502 
 02/21  07:00:00,66703175.985570188,0.0,8012822.756589862,9361966.1289885 
 02/21  08:00:00,70312751.36332463,0.0,50377947.73643081,10683204.881647502 
 02/21  09:00:00,41675481.45455834,0.0,56900246.25140153,36126625.763295 
 02/21  10:00:00,29021180.16234531,0.0,59538964.91238037,36126625.763295 
 02/21  11:00:00,24924435.715039687,0.0,42452289.32695344,36126625.763295 
 02/21  12:00:00,21990730.79249745,0.0,39482874.80261685,36126625.763295 
 02/21  13:00:00,28411579.852683356,0.0,45681492.25240666,13589930.1374973 
 02/21  14:00:00,18675210.284700034,0.0,39330556.79766774,36126625.763295 
 02/21  15:00:00,15308816.022300177,736742.366675998,47023543.489152427,36126625.763295 
 02/21  16:00:00,15086845.308518416,620694.7400608308,56594240.59235806,36126625.763295 
 02/21  17:00:00,22819947.551429634,0.0,58162278.98332435,36126625.763295 
 02/21  18:00:00,42638098.07030257,0.0,51959464.20257503,10683204.881647502 
 02/21  19:00:00,23475905.69952993,0.0,5154796.197385712,9071659.785901502 
 02/21  20:00:00,28860439.357665734,0.0,3747234.491921158,9071659.785901502 
 02/21  21:00:00,24394905.179191978,0.0,3747234.491921158,9071659.785901502 
 02/21  22:00:00,41599317.91176571,0.0,3747234.491921158,9071659.785901502 
 02/21  23:00:00,35183276.75890287,0.0,3747234.491921158,9071659.785901502 
 02/21  24:00:00,29098243.615248417,0.0,3747234.491921158,9071659.785901502 
 02/22  01:00:00,44914761.6649881,0.0,3747234.491921158,9071659.785901502 
 02/22  02:00:00,43907315.59186217,0.0,3747234.491921158,9071659.785901502 
 02/22  03:00:00,30942820.322997475,0.0,3747234.491921158,9071659.785901502 
 02/22  04:00:00,48387917.86316244,0.0,3747234.491921158,9071659.785901502 
 02/22  05:00:00,48291212.995490107,0.0,3747234.491921158,9071659.785901502 
 02/22  06:00:00,33664734.228030178,0.0,3747234.491921158,9071659.785901502 
 02/22  07:00:00,76078189.97586745,0.0,8012822.756589862,9361966.1289885 
 02/22  08:00:00,79654139.77921854,0.0,50801016.69919814,10683204.881647502 
 02/22  09:00:00,38290153.90207923,0.0,60587074.13563089,36126625.763295 
 02/22  10:00:00,20076302.214716846,410511.82082113248,63091557.687180418,36126625.763295 
 02/22  11:00:00,17355324.297312276,4081145.236057164,54657903.98927292,36126625.763295 
 02/22  12:00:00,16318637.451135442,3697454.731098908,49269960.78299388,36126625.763295 
 02/22  13:00:00,22247683.227125486,3932881.6715028977,47089988.72457004,13589930.1374973 
 02/22  14:00:00,14166451.005318234,3378726.803138799,42959171.61001842,36126625.763295 
 02/22  15:00:00,13331240.400254172,3173769.252928591,51383853.45503812,36126625.763295 
 02/22  16:00:00,13675654.106845444,2502658.620057617,57837440.92037919,36126625.763295 
 02/22  17:00:00,18861165.637304948,449822.88815174819,61725664.74506916,36126625.763295 
 02/22  18:00:00,40091432.8046405,0.0,51959464.20257503,10683204.881647502 
 02/22  19:00:00,20660878.43550656,0.0,5154796.197385712,9071659.785901502 
 02/22  20:00:00,29366554.142723606,0.0,3747234.491921158,9071659.785901502 
 02/22  21:00:00,22082312.732344506,0.0,3747234.491921158,9071659.785901502 
 02/22  22:00:00,38652618.719174709,0.0,3747234.491921158,9071659.785901502 
 02/22  23:00:00,39263008.396067578,0.0,3747234.491921158,9071659.785901502 
 02/22  24:00:00,30014308.53771758,0.0,3747234.491921158,9071659.785901502 
 02/23  01:00:00,43510773.20985798,0.0,3747234.491921158,9071659.785901502 
 02/23  02:00:00,42765941.26146929,0.0,3747234.491921158,9071659.785901502 
 02/23  03:00:00,33062779.405034499,0.0,3747234.491921158,9071659.785901502 
 02/23  04:00:00,47918508.61263101,0.0,3747234.491921158,9071659.785901502 
 02/23  05:00:00,47117405.14338298,0.0,3747234.491921158,9071659.785901502 
 02/23  06:00:00,33682759.14068492,0.0,3747234.491921158,9071659.785901502 
 02/23  07:00:00,67742597.99238369,0.0,8012822.756589862,9361966.1289885 
 02/23  08:00:00,70823673.19797853,0.0,50257694.695214379,10683204.881647502 
 02/23  09:00:00,45404110.28292835,0.0,56221093.746421817,36126625.763295 
 02/23  10:00:00,30361256.42063,0.0,53304471.70680338,36126625.763295 
 02/23  11:00:00,24322132.202924715,0.0,47620590.41377266,36126625.763295 
 02/23  12:00:00,18453587.52301408,181638.6516716695,49269960.78299388,36126625.763295 
 02/23  13:00:00,22554090.223853154,1098108.7541476957,48662969.24161568,13589930.1374973 
 02/23  14:00:00,15066086.700845946,2121217.7662476978,53041373.88771015,36126625.763295 
 02/23  15:00:00,13759173.0379858,3157865.194465836,54280773.11385376,36126625.763295 
 02/23  16:00:00,13288130.596883933,3958692.9546931649,61390033.69517924,36126625.763295 
 02/23  17:00:00,22677549.05928521,0.0,60742424.089886959,36126625.763295 
 02/23  18:00:00,48557617.9889048,0.0,51754698.35078284,10683204.881647502 
 02/23  19:00:00,28354907.01552371,0.0,5154796.197385712,9071659.785901502 
 02/23  20:00:00,28623036.502624468,0.0,3747234.491921158,9071659.785901502 
 02/23  21:00:00,19927516.46432571,0.0,3747234.491921158,9071659.785901502 
 02/23  22:00:00,36164583.539941269,0.0,3747234.491921158,9071659.785901502 
 02/23  23:00:00,36735084.230629008,0.0,3747234.491921158,9071659.785901502 
 02/23  24:00:00,30642864.047790097,0.0,3747234.491921158,9071659.785901502 
 02/24  01:00:00,44680403.16263728,0.0,3747234.491921158,9071659.785901502 
 02/24  02:00:00,43910003.190928738,0.0,3747234.491921158,9071659.785901502 
 02/24  03:00:00,33902956.168966699,0.0,3747234.491921158,9071659.785901502 
 02/24  04:00:00,49530760.364814478,0.0,3747234.491921158,9071659.785901502 
 02/24  05:00:00,48051690.74175015,0.0,3747234.491921158,9071659.785901502 
 02/24  06:00:00,35087109.85560357,0.0,3747234.491921158,9071659.785901502 
 02/24  07:00:00,70097865.03247544,0.0,8012822.756589862,9361966.1289885 
 02/24  08:00:00,63226939.334513317,0.0,50257694.695214379,10683204.881647502 
 02/24  09:00:00,38194409.26067598,0.0,58064507.688536498,36126625.763295 
 02/24  10:00:00,24181171.916347147,0.0,56857064.48160343,36126625.763295 
 02/24  11:00:00,17056793.682616727,420698.68975903597,49599834.8569021,36126625.763295 
 02/24  12:00:00,16402145.526688323,49967.81277143855,38053146.55274883,36126625.763295 
 02/24  13:00:00,16367254.41184425,751143.2627175397,44349385.63241885,13589930.1374973 
 02/24  14:00:00,14630951.69382177,2235817.3743178707,45636175.219632979,36126625.763295 
 02/24  15:00:00,14316913.235883799,1282087.9587209949,49996485.185518678,36126625.763295 
 02/24  16:00:00,14270589.255736459,737803.3858641706,57761418.88282858,36126625.763295 
 02/24  17:00:00,24512989.781539579,0.0,61459587.613641988,36126625.763295 
 02/24  18:00:00,40964006.50293033,0.0,51580045.12425421,10683204.881647502 
 02/24  19:00:00,26678796.534067289,0.0,5154796.197385712,9071659.785901502 
 02/24  20:00:00,37652505.07511753,0.0,3747234.491921158,9071659.785901502 
 02/24  21:00:00,30282117.508647779,0.0,3747234.491921158,9071659.785901502 
 02/24  22:00:00,47541291.540331859,0.0,3747234.491921158,9071659.785901502 
 02/24  23:00:00,47925570.98566606,0.0,3747234.491921158,9071659.785901502 
 02/24  24:00:00,32607503.465962836,0.0,3747234.491921158,9071659.785901502 
 02/25  01:00:00,49643900.3549339,0.0,3747234.491921158,1691551.7859015002 
 02/25  02:00:00,49063430.23992956,0.0,3747234.491921158,1691551.7859015002 
 02/25  03:00:00,34219287.986814279,0.0,3747234.491921158,1691551.7859015002 
 02/25  04:00:00,53202376.9597757,0.0,3747234.491921158,1691551.7859015002 
 02/25  05:00:00,53624541.89190006,0.0,3747234.491921158,1691551.7859015002 
 02/25  06:00:00,36526953.1196393,0.0,3747234.491921158,1691551.7859015002 
 02/25  07:00:00,55436061.16324727,102.06298185853484,3747234.491921158,1691551.7859015002 
 02/25  08:00:00,48875231.17909663,0.0,3747234.491921158,1691551.7859015002 
 02/25  09:00:00,21501793.009324489,0.0,3747234.491921158,1691551.7859015002 
 02/25  10:00:00,24106280.327814957,0.0,3747234.491921158,1691551.7859015002 
 02/25  11:00:00,17431681.37244938,10442.988336764938,3747234.491921158,1691551.7859015002 
 02/25  12:00:00,6123389.199620312,18977.489102071013,3747234.491921158,1691551.7859015002 
 02/25  13:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 02/25  14:00:00,1324527.4706025136,0.0,3747234.491921158,1691551.7859015002 
 02/25  15:00:00,0.0,0.0,3747234.491921158,1691551.7859015002 
 02/25  16:00:00,5318423.619007288,0.0,3747234.491921158,1691551.7859015002 
 02/25  17:00:00,9826921.686978594,0.0,3747234.491921158,1691551.7859015002 
 02/25  18:00:00,25536388.52444374,0.0,3747234.491921158,1691551.7859015002 
 02/25  19:00:00,31500545.28604583,0.0,3747234.491921158,1691551.7859015002 
 02/25  20:00:00,25071124.396696204,0.0,3747234.491921158,1691551.7859015002 
 02/25  21:00:00,45460105.69757527,0.0,3747234.491921158,1691551.7859015002 
 02/25  22:00:00,45280321.8309653,0.0,3747234.491921158,1691551.7859015002 
 02/25  23:00:00,31324918.721451776,0.0,3747234.491921158,1691551.7859015002 
 02/25  24:00:00,48182365.2530766,0.0,3747234.491921158,1691551.7859015002 
 02/26  01:00:00,46671552.97790283,0.0,3747234.491921158,9071659.785901502 
 02/26  02:00:00,32507228.832080865,0.0,3747234.491921158,9071659.785901502 
 02/26  03:00:00,51046417.30292893,0.0,3747234.491921158,9071659.785901502 
 02/26  04:00:00,51330810.33662662,0.0,3747234.491921158,9071659.785901502 
 02/26  05:00:00,35719794.87540864,0.0,3747234.491921158,9071659.785901502 
 02/26  06:00:00,55205872.195969928,0.0,3747234.491921158,9071659.785901502 
 02/26  07:00:00,80876919.88934767,0.0,8012822.756589862,9361966.1289885 
 02/26  08:00:00,81772022.91323738,0.0,50801016.69919814,10683204.881647502 
 02/26  09:00:00,39987105.19135685,0.0,62624531.65057005,36126625.763295 
 02/26  10:00:00,20203582.804339477,740662.9679466621,64597307.97459906,36126625.763295 
 02/26  11:00:00,17443042.59179724,5022344.525887671,57225497.43387607,36126625.763295 
 02/26  12:00:00,16183409.341449144,4312776.267209735,46960842.26606285,36126625.763295 
 02/26  13:00:00,22059827.159109836,3365849.919203976,46928861.49693029,13589930.1374973 
 02/26  14:00:00,13908886.497628618,2328236.627966964,44938416.05314785,36126625.763295 
 02/26  15:00:00,12610620.180242047,1643587.3727356476,54940521.26156357,36126625.763295 
 02/26  16:00:00,11685401.736818394,663613.4258734541,62159739.86748958,36126625.763295 
 02/26  17:00:00,12960021.589648048,303770.81175483218,61965696.294658858,36126625.763295 
 02/26  18:00:00,31965611.44342652,79836.00846766404,51667371.73751852,10683204.881647502 
 02/26  19:00:00,20769372.89096185,0.0,5154796.197385712,9071659.785901502 
 02/26  20:00:00,30473356.639206835,0.0,3747234.491921158,9071659.785901502 
 02/26  21:00:00,22604850.368647215,0.0,3747234.491921158,9071659.785901502 
 02/26  22:00:00,39428100.47380905,0.0,3747234.491921158,9071659.785901502 
 02/26  23:00:00,35251157.13611556,0.0,3747234.491921158,9071659.785901502 
 02/26  24:00:00,29838403.46768242,0.0,3747234.491921158,9071659.785901502 
 02/27  01:00:00,47113397.287068847,0.0,3747234.491921158,9071659.785901502 
 02/27  02:00:00,47080862.122899059,0.0,3747234.491921158,9071659.785901502 
 02/27  03:00:00,32860718.81239618,0.0,3747234.491921158,9071659.785901502 
 02/27  04:00:00,51051134.21465668,0.0,3747234.491921158,9071659.785901502 
 02/27  05:00:00,50576259.26970489,0.0,3747234.491921158,9071659.785901502 
 02/27  06:00:00,34454070.70483791,0.0,3747234.491921158,9071659.785901502 
 02/27  07:00:00,76885901.06269107,0.0,8012822.756589862,9361966.1289885 
 02/27  08:00:00,79185489.36785907,0.0,50801016.69919814,10683204.881647502 
 02/27  09:00:00,38140128.12020732,0.0,59228769.12567146,36126625.763295 
 02/27  10:00:00,21964820.72844024,183456.8326316863,61585807.399761769,36126625.763295 
 02/27  11:00:00,17739413.081618988,3694256.9079239715,59166182.99853447,36126625.763295 
 02/27  12:00:00,15815928.373155004,2710992.124946514,53228449.66925275,36126625.763295 
 02/27  13:00:00,19632695.702261524,679097.4872021215,52156405.38022946,13589930.1374973 
 02/27  14:00:00,13321388.496173213,0.0,49484706.08118471,36126625.763295 
 02/27  15:00:00,12575078.428510989,0.0,53583013.94736863,36126625.763295 
 02/27  16:00:00,13489140.172172947,0.0,56331964.56280842,36126625.763295 
 02/27  17:00:00,13831744.78844121,0.0,58860999.12899697,36126625.763295 
 02/27  18:00:00,27499270.30651405,0.0,51667371.73751852,10683204.881647502 
 02/27  19:00:00,18840739.006246598,0.0,5154796.197385712,9071659.785901502 
 02/27  20:00:00,29950571.372409844,0.0,3747234.491921158,9071659.785901502 
 02/27  21:00:00,22305292.58959979,0.0,3747234.491921158,9071659.785901502 
 02/27  22:00:00,39178624.95679941,0.0,3747234.491921158,9071659.785901502 
 02/27  23:00:00,38845585.16053783,0.0,3747234.491921158,9071659.785901502 
 02/27  24:00:00,28693721.55105522,0.0,3747234.491921158,9071659.785901502 
 02/28  01:00:00,44860125.36008735,0.0,3747234.491921158,9071659.785901502 
 02/28  02:00:00,43169222.795781049,0.0,3747234.491921158,9071659.785901502 
 02/28  03:00:00,29980024.682852046,0.0,3747234.491921158,9071659.785901502 
 02/28  04:00:00,46458546.41136162,0.0,3747234.491921158,9071659.785901502 
 02/28  05:00:00,45215463.097158048,0.0,3747234.491921158,9071659.785901502 
 02/28  06:00:00,30740773.750284934,0.0,3747234.491921158,9071659.785901502 
 02/28  07:00:00,71252790.80050296,0.0,8012822.756589862,9361966.1289885 
 02/28  08:00:00,74243559.51419443,0.0,48705346.11239283,10683204.881647502 
 02/28  09:00:00,45831690.94602917,0.0,54474701.59071936,36126625.763295 
 02/28  10:00:00,32806720.702884377,0.0,55872339.08125439,36126625.763295 
 02/28  11:00:00,26401147.600903363,0.0,42562521.28140184,36126625.763295 
 02/28  12:00:00,23399239.255150618,0.0,38053146.55274883,36126625.763295 
 02/28  13:00:00,24343228.088605133,1072876.020898244,39781589.89682949,13589930.1374973 
 02/28  14:00:00,15473354.492703025,2927625.1258871897,50876149.382429558,36126625.763295 
 02/28  15:00:00,14241684.444583999,3587978.8184144159,56260017.556983198,36126625.763295 
 02/28  16:00:00,13332919.25066214,3813456.529683914,62159739.86748958,36126625.763295 
 02/28  17:00:00,23976442.091457759,0.0,62644848.79963857,36126625.763295 
 02/28  18:00:00,53337015.27378269,0.0,51549932.498990658,10683204.881647502 
 02/28  19:00:00,32899391.622940046,0.0,5154796.197385712,9071659.785901502 
 02/28  20:00:00,43535173.69036011,0.0,3747234.491921158,9071659.785901502 
 02/28  21:00:00,31545961.980213167,0.0,3747234.491921158,9071659.785901502 
 02/28  22:00:00,50582940.90307751,0.0,3747234.491921158,9071659.785901502 
 02/28  23:00:00,50236564.46190515,0.0,3747234.491921158,9071659.785901502 
 02/28  24:00:00,36491739.55106994,0.0,3747234.491921158,9071659.785901502 
 03/01  01:00:00,50826398.7430362,0.0,3747234.491921158,9071659.785901502 
 03/01  02:00:00,48194279.213196758,0.0,3747234.491921158,9071659.785901502 
 03/01  03:00:00,34978718.14515138,0.0,3747234.491921158,9071659.785901502 
 03/01  04:00:00,48735998.904579479,0.0,3747234.491921158,9071659.785901502 
 03/01  05:00:00,43863911.34034698,0.0,3747234.491921158,9071659.785901502 
 03/01  06:00:00,29563640.37750791,0.0,3747234.491921158,9071659.785901502 
 03/01  07:00:00,64084403.11803656,0.0,8012822.756589862,9361966.1289885 
 03/01  08:00:00,64490130.77470287,0.0,50921269.740414578,10683204.881647502 
 03/01  09:00:00,40402740.41812938,0.0,64423764.47832309,36126625.763295 
 03/01  10:00:00,32866007.03722027,0.0,63388043.63362783,36126625.763295 
 03/01  11:00:00,24988120.19891189,0.0,52975145.4925909,36126625.763295 
 03/01  12:00:00,16875367.425075648,3534264.1818358988,43771511.69252519,36126625.763295 
 03/01  13:00:00,21351664.507364859,1852075.0429938446,42530540.51226928,13589930.1374973 
 03/01  14:00:00,14597994.761448682,0.0,48676988.89009905,36126625.763295 
 03/01  15:00:00,16444099.503357523,0.0,54242762.095078449,36126625.763295 
 03/01  16:00:00,16649651.809198767,0.0,58421167.03053839,36126625.763295 
 03/01  17:00:00,15859237.135480306,0.0,60160293.37131947,36126625.763295 
 03/01  18:00:00,23502681.112790578,0.0,51754698.35078284,10683204.881647502 
 03/01  19:00:00,13024834.614295416,0.0,5154796.197385712,9071659.785901502 
 03/01  20:00:00,26100125.736934589,0.0,3747234.491921158,9071659.785901502 
 03/01  21:00:00,29351484.94557081,0.0,3747234.491921158,9071659.785901502 
 03/01  22:00:00,26169538.47915663,0.0,3747234.491921158,9071659.785901502 
 03/01  23:00:00,38210314.28913738,0.0,3747234.491921158,9071659.785901502 
 03/01  24:00:00,37700240.16395211,0.0,3747234.491921158,9071659.785901502 
 03/02  01:00:00,24563679.012569116,0.0,3747234.491921158,9071659.785901502 
 03/02  02:00:00,39931124.9741805,0.0,3747234.491921158,9071659.785901502 
 03/02  03:00:00,31824422.48091978,0.0,3747234.491921158,9071659.785901502 
 03/02  04:00:00,21063811.917658699,0.0,3747234.491921158,9071659.785901502 
 03/02  05:00:00,45800769.60417057,0.0,3747234.491921158,9071659.785901502 
 03/02  06:00:00,43920469.25896661,0.0,3747234.491921158,9071659.785901502 
 03/02  07:00:00,50527616.241942528,0.0,8012822.756589862,9361966.1289885 
 03/02  08:00:00,68295648.98356235,0.0,49654246.17062238,10683204.881647502 
 03/02  09:00:00,28031749.0119181,0.0,58064507.688536498,36126625.763295 
 03/02  10:00:00,18518580.130482794,0.0,54547945.96467239,36126625.763295 
 03/02  11:00:00,17071135.241426119,0.0,47620590.41377266,36126625.763295 
 03/02  12:00:00,16055276.79652658,0.0,45531387.94604269,36126625.763295 
 03/02  13:00:00,18893343.403941066,0.0,47893263.06930534,13589930.1374973 
